,telemetrica,convencional,vazao
2017-03-15,57.87583,54.78,57.87583
2017-03-16,51.647915,50.59,51.647915
2017-03-17,47.55698,45.89,47.55698
2017-03-18,47.70177,47.46,47.70177
2017-03-19,48.2175,49.02,48.2175
2017-03-20,49.82698,50.07,49.82698
2017-03-21,50.096977,49.55,50.096977
2017-03-22,46.004585,45.36,46.004585
2017-03-23,41.83906,41.82,41.83906
2017-03-24,38.533333,39.31,38.533333
2017-03-25,37.096874,36.29,37.096874
2017-03-26,35.53219,34.34,35.53219
2017-03-27,33.864582,33.03,33.864582
2017-03-28,33.22802,33.03,33.22802
2017-03-29,33.81573,33.03,33.81573
2017-03-30,32.979794,32.15,32.979794
2017-03-31,32.32802,32.15,32.32802
2017-04-01,31.595938,31.71,31.595938
2017-04-02,31.254374,31.28,31.254374
2017-04-03,31.46552,31.28,31.46552
2017-04-04,31.127916,30.4,31.127916
2017-04-05,30.995937,30.4,30.995937
2017-04-06,33.642292,34.91,33.642292
2017-04-07,47.24604,50.59,47.24604
2017-04-08,60.244373,60.8,60.244373
2017-04-09,62.448334,62.45,62.448334
2017-04-10,58.310104,57.5,58.310104
2017-04-11,51.558647,49.02,51.558647
2017-04-12,46.378437,46.41,46.378437
2017-04-13,47.765522,49.02,47.765522
2017-04-14,51.016563,47.46,51.016563
2017-04-15,46.71031,41.32,46.71031
2017-04-16,41.143436,33.9,41.143436
2017-04-17,37.137917,31.71,37.137917
2017-04-18,34.4675,31.71,34.4675
2017-04-19,32.75771,30.84,32.75771
2017-04-20,30.576458,30.84,30.576458
2017-04-21,29.280416,30.4,29.280416
2017-04-22,32.93396,33.9,32.93396
2017-04-23,36.444374,35.79,36.444374
2017-04-24,34.898853,34.34,34.898853
2017-04-25,32.823544,32.59,32.823544
2017-04-26,35.543644,35.85,35.543644
2017-04-27,45.226665,45.91,45.226665
2017-04-28,52.719376,53.21,52.719376
2017-04-29,47.488228,45.38,47.488228
2017-04-30,38.780624,37.8,38.780624
2017-05-01,32.615833,31.28,32.615833
2017-05-02,29.341562,28.65,29.341562
2017-05-03,28.086145,27.77,28.086145
2017-05-04,26.92323,27.33,26.92323
2017-05-05,26.991772,28.21,26.991772
2017-05-06,29.829584,30.4,29.829584
2017-05-07,30.286459,30.4,30.286459
2017-05-08,29.435,28.65,29.435
2017-05-09,28.232292,28.65,28.232292
2017-05-10,27.689896,27.77,27.689896
2017-05-11,26.612291,26.9,26.612291
2017-05-12,25.39104,26.02,25.39104
2017-05-13,24.67802,24.15,24.67802
2017-05-14,27.75771,28.65,27.75771
2017-05-15,35.783123,35.28,35.783123
2017-05-16,36.30698,35.35,36.30698
2017-05-17,30.054062,29.52,30.054062
2017-05-18,26.933334,27.77,26.933334
2017-05-19,56.93125,68.58,56.93125
2017-05-20,84.56333,88.18,84.56333
2017-05-21,94.68802,97.0,94.68802
2017-05-22,100.282814,99.5,100.282814
2017-05-23,96.2382,96.0,96.2382
2017-05-24,92.99792,92.5,92.99792
2017-05-25,89.62281,88.79,89.62281
2017-05-26,84.43708,82.14,84.43708
2017-05-27,78.31354,77.32,78.31354
2017-05-28,72.755936,73.26,72.755936
2017-05-29,67.32698,65.78,67.32698
2017-05-30,62.629272,61.35,62.629272
2017-05-31,64.93365,65.75,64.93365
2017-06-01,90.98212,96.5,90.98212
2017-06-02,94.4,92.5,94.4
2017-06-03,86.76729,85.76,86.76729
2017-06-04,80.512184,79.11,80.512184
2017-06-05,85.65479,90.4,85.65479
2017-06-06,159.60625,125.5,159.60625
2017-06-07,240.03656,155.8,240.03656
2017-06-08,181.53094,180.0,181.53094
2017-06-09,194.28229,197.4,194.28229
2017-06-10,196.44406,197.4,196.44406
2017-06-11,190.20479,190.1,190.20479
2017-06-12,175.58594,176.3,175.58594
2017-06-13,155.06958,151.75,155.06958
2017-06-14,132.89885,129.0,132.89885
2017-06-15,115.51354,113.0,115.51354
2017-06-16,105.72552,104.5,105.72552
2017-06-17,99.38646,98.0,99.38646
2017-06-18,88.522705,86.37,88.522705
2017-06-19,76.07708,73.84,76.07708
2017-06-20,76.301254,79.11,76.301254
2017-06-21,79.898125,80.93,79.898125
2017-06-22,80.494995,80.93,80.494995
2017-06-23,79.90927,79.11,79.90927
2017-06-24,76.65677,75.0,76.65677
2017-06-25,71.131874,69.78,71.131874
2017-06-26,64.24615,63.55,64.24615
2017-06-27,57.865417,55.33,57.865417
2017-06-28,52.692814,50.07,52.692814
2017-06-29,48.487915,47.46,48.487915
2017-06-30,45.343334,44.84,45.343334
2017-07-01,42.724377,43.33,42.724377
2017-07-02,40.577084,40.82,40.577084
2017-07-03,38.495102,39.31,38.495102
2017-07-04,37.15192,37.3,37.15192
2017-07-05,36.825207,36.79,36.825207
2017-07-06,36.4401,36.29,36.4401
2017-07-07,35.488956,35.28,35.488956
2017-07-08,34.588123,34.78,34.588123
2017-07-09,33.868336,33.47,33.868336
2017-07-10,32.951252,33.03,32.951252
2017-07-11,31.865625,32.15,31.865625
2017-07-12,31.725,32.15,31.725
2017-07-13,31.430729,31.28,31.430729
2017-07-14,30.731459,30.84,30.731459
2017-07-15,29.630909,29.96,29.630909
2017-07-16,28.965624,29.52,28.965624
2017-07-17,28.295,28.65,28.295
2017-07-18,27.273853,27.77,27.273853
2017-07-19,28.881666,28.21,28.881666
2017-07-20,30.4725,30.84,30.4725
2017-07-21,28.504168,29.52,28.504168
2017-07-22,27.574791,28.21,27.574791
2017-07-23,26.667292,27.33,26.667292
2017-07-24,26.521667,26.46,26.521667
2017-07-25,25.805313,26.02,25.805313
2017-07-26,25.393126,25.65,25.393126
2017-07-27,24.886354,25.27,24.886354
2017-07-28,24.07052,24.53,24.07052
2017-07-29,23.983437,24.15,23.983437
2017-07-30,23.729376,23.78,23.729376
2017-07-31,23.426043,23.41,23.426043
2017-08-01,22.964687,23.04,22.964687
2017-08-02,23.535625,23.04,23.535625
2017-08-03,25.413334,26.52,25.413334
2017-08-04,31.6525,34.97,31.6525
2017-08-05,35.425625,35.35,35.425625
2017-08-06,29.79698,29.09,29.79698
2017-08-07,26.332708,26.02,26.332708
2017-08-08,24.448126,25.27,24.448126
2017-08-09,23.819271,24.53,23.819271
2017-08-10,23.27979,24.15,23.27979
2017-08-11,22.528437,23.78,22.528437
2017-08-12,21.767395,23.04,21.767395
2017-08-13,22.112083,22.29,22.112083
2017-08-14,25.640625,26.08,25.640625
2017-08-15,38.33271,41.82,38.33271
2017-08-16,39.34771,38.8,39.34771
2017-08-17,34.45333,35.28,34.45333
2017-08-18,29.280209,29.52,29.280209
2017-08-19,26.998543,27.33,26.998543
2017-08-20,51.398228,63.98,51.398228
2017-08-21,79.89792,82.74,79.89792
2017-08-22,84.059685,85.76,84.059685
2017-08-23,86.34594,88.79,86.34594
2017-08-24,89.05375,90.5,89.05375
2017-08-25,87.442085,85.76,87.442085
2017-08-26,77.74094,75.0,77.74094
2017-08-27,61.67906,60.25,61.67906
2017-08-28,47.216354,48.02,47.216354
2017-08-29,37.46104,36.29,37.46104
2017-08-30,32.757812,32.59,32.757812
2017-08-31,30.091042,29.96,30.091042
2017-09-01,27.835833,27.77,27.835833
2017-09-02,26.171041,26.9,26.171041
2017-09-03,25.675833,26.02,25.675833
2017-09-04,24.90448,25.27,24.90448
2017-09-05,24.043646,24.53,24.043646
2017-09-06,23.857603,23.78,23.857603
2017-09-07,22.876354,23.04,22.876354
2017-09-08,21.761354,22.66,21.761354
2017-09-09,20.93323,21.92,20.93323
2017-09-10,20.202291,20.42,20.202291
2017-09-11,19.57573,19.3,19.57573
2017-09-12,19.089272,18.56,19.089272
2017-09-13,19.153229,18.56,19.153229
2017-09-14,18.726562,18.56,18.726562
2017-09-15,18.087292,18.56,18.087292
2017-09-16,17.751146,17.94,17.751146
2017-09-17,17.700834,17.63,17.700834
2017-09-18,17.497187,17.33,17.497187
2017-09-19,17.224792,17.33,17.224792
2017-09-20,16.821562,16.71,16.821562
2017-09-21,16.479687,16.71,16.479687
2017-09-22,15.918854,16.71,15.918854
2017-09-23,15.094271,16.09,15.094271
2017-09-24,15.049895,16.71,15.049895
2017-09-25,14.968854,16.71,14.968854
2017-09-26,14.422084,16.4,14.422084
2017-09-27,14.514479,16.4,14.514479
2017-09-28,14.51677,16.09,14.51677
2017-09-29,14.900729,16.09,14.900729
2017-09-30,16.237812,17.94,16.237812
2017-10-01,32.33625,38.5,32.33625
2017-10-02,49.926876,52.68,49.926876
2017-10-03,54.21302,57.5,54.21302
2017-10-04,59.51021,61.9,59.51021
2017-10-05,57.095,56.45,57.095
2017-10-06,45.75125,43.85,45.75125
2017-10-07,50.983124,58.05,50.983124
2017-10-08,72.82542,78.6,72.82542
2017-10-09,86.10625,89.18,86.10625
2017-10-10,90.35604,91.5,90.35604
2017-10-11,87.90531,98.0,87.90531
2017-10-12,98.68323,100.5,98.68323
2017-10-13,98.55,99.5,98.55
2017-10-14,101.63959,102.0,101.63959
2017-10-15,100.86354,100.5,100.86354
2017-10-16,100.12813,97.5,100.12813
2017-10-17,96.719795,93.0,96.719795
2017-10-18,90.45865,86.37,90.45865
2017-10-19,78.03094,76.79,78.03094
2017-10-20,62.81604,61.9,62.81604
2017-10-21,55.17521,55.3,55.17521
2017-10-22,61.580833,63.55,61.580833
2017-10-23,58.74427,58.6,58.74427
2017-10-24,55.807186,56.4,55.807186
2017-10-25,51.30177,52.16,51.30177
2017-10-26,61.169582,63.55,61.169582
2017-10-27,69.711876,72.1,69.711876
2017-10-28,79.40813,80.32,79.40813
2017-10-29,79.05198,80.32,79.05198
2017-10-30,99.62448,105.75,99.62448
2017-10-31,96.90938,96.5,96.90938
2017-11-01,92.152084,92.0,92.152084
2017-11-02,90.7624,91.0,90.7624
2017-11-03,86.65271,86.37,86.65271
2017-11-04,83.8975,83.34,83.8975
2017-11-05,88.019684,86.37,88.019684
2017-11-06,78.99448,79.11,78.99448
2017-11-07,74.41021,74.42,74.41021
2017-11-08,69.10184,66.36,69.10184
2017-11-09,55.001427,57.5,55.001427
2017-11-10,50.767048,52.16,50.767048
2017-11-11,74.99989,70.36,74.99989
2017-11-12,76.5924,77.92,76.5924
2017-11-13,80.54521,79.11,80.54521
2017-11-14,78.85573,76.16,78.85573
2017-11-15,69.957504,68.65,69.957504
2017-11-16,57.161354,49.02,57.161354
2017-11-17,47.403645,46.41,47.403645
2017-11-18,64.57166,71.97,64.57166
2017-11-19,88.60875,88.18,88.60875
2017-11-20,89.9176,90.0,89.9176
2017-11-21,89.32166,90.5,89.32166
2017-11-22,91.75833,90.5,91.75833
2017-11-23,86.90594,86.37,86.90594
2017-11-24,78.66854,77.34,78.66854
2017-11-25,68.83594,66.94,68.83594
2017-11-26,60.812187,60.25,60.812187
2017-11-27,59.890625,59.7,59.890625
2017-11-28,60.71125,59.15,60.71125
2017-11-29,56.86094,58.05,56.86094
2017-11-30,52.646873,52.68,52.646873
2017-12-01,46.054585,46.41,46.054585
2017-12-02,39.397915,40.31,39.397915
2017-12-03,35.234688,34.78,35.234688
2017-12-04,32.90271,33.47,32.90271
2017-12-05,30.965416,33.03,30.965416
2017-12-06,31.657814,32.15,31.657814
2017-12-07,32.60604,32.15,32.60604
2017-12-08,31.391666,31.28,31.391666
2017-12-09,32.872814,31.28,32.872814
2017-12-10,29.687082,30.4,29.687082
2017-12-11,26.791458,29.52,26.791458
2017-12-12,24.705105,28.65,24.705105
2017-12-13,23.843124,26.9,23.843124
2017-12-14,23.41573,25.27,23.41573
2017-12-15,24.824478,29.28,24.824478
2017-12-16,28.79646,31.78,28.79646
2017-12-17,42.76052,46.93,42.76052
2017-12-18,43.90302,47.46,43.90302
2017-12-19,42.6425,43.33,42.6425
2017-12-20,48.991146,51.12,48.991146
2017-12-21,50.10917,50.07,50.10917
2017-12-22,47.044064,47.98,47.044064
2017-12-23,45.429585,50.59,45.429585
2017-12-24,52.74156,55.38,52.74156
2017-12-25,100.18979,86.79,100.18979
2017-12-26,99.10833,99.5,99.10833
2017-12-27,83.36307,100.5,83.36307
2017-12-28,83.33537,102.5,83.33537
2017-12-29,118.72677,138.0,118.72677
2017-12-30,174.26854,162.65,174.26854
2017-12-31,161.87209,163.0,161.87209
2018-01-01,176.60185,175.5,176.60185
2018-01-02,174.35698,178.95,174.35698
2018-01-03,167.67563,166.25,167.67563
2018-01-04,155.7074,153.3,155.7074
2018-01-05,143.40312,142.5,143.40312
2018-01-06,129.82031,132.75,129.82031
2018-01-07,118.73386,119.75,118.73386
2018-01-08,109.39323,109.0,109.39323
2018-01-09,103.68871,103.5,103.68871
2018-01-10,98.126045,98.0,98.126045
2018-01-11,90.70032,89.79,90.70032
2018-01-12,87.436455,90.18,87.436455
2018-01-13,94.40844,94.5,94.40844
2018-01-14,91.73541,91.0,91.73541
2018-01-15,91.344795,91.5,91.344795
2018-01-16,92.06979,93.5,92.06979
2018-01-17,102.32864,107.5,102.32864
2018-01-18,101.379166,102.0,101.379166
2018-01-19,120.45052,118.25,120.45052
2018-01-20,132.25917,128.0,132.25917
2018-01-21,135.38657,138.3,135.38657
2018-01-22,157.17271,157.9,157.17271
2018-01-23,164.145,165.8,164.145
2018-01-24,204.82864,217.0,204.82864
2018-01-25,215.09666,216.2,215.09666
2018-01-26,201.30458,203.8,201.30458
2018-01-27,185.86781,187.15,185.86781
2018-01-28,167.9875,168.1,167.9875
2018-01-29,178.9874,185.5,178.9874
2018-01-30,198.9323,201.0,198.9323
2018-01-31,177.77553,176.5,177.77553
2018-02-01,156.78146,155.2,156.78146
2018-02-02,144.725,144.6,144.725
2018-02-03,133.59427,132.5,133.59427
2018-02-04,122.26406,121.5,122.26406
2018-02-05,112.7875,112.0,112.7875
2018-02-06,106.54583,106.25,106.54583
2018-02-07,101.68229,101.5,101.68229
2018-02-08,94.64792,94.0,94.64792
2018-02-09,85.86594,85.16,85.86594
2018-02-10,79.248856,74.44,79.248856
2018-02-11,74.955,75.0,74.955
2018-02-12,73.98948,74.42,73.98948
2018-02-13,83.66896,84.56,83.66896
2018-02-14,87.745415,89.4,87.745415
2018-02-15,92.081665,94.0,92.081665
2018-02-16,97.61041,96.0,97.61041
2018-02-17,100.99219,104.75,100.99219
2018-02-18,101.6599,102.5,101.6599
2018-02-19,100.6901,100.75,100.6901
2018-02-20,98.19063,98.5,98.19063
2018-02-21,92.23417,93.0,92.23417
2018-02-22,85.27417,88.18,85.27417
2018-02-23,78.34812,81.53,78.34812
2018-02-24,71.94448,73.26,71.94448
2018-02-25,65.06385,66.36,65.06385
2018-02-26,57.631145,59.15,57.631145
2018-02-27,51.199688,50.59,51.199688
2018-02-28,46.950035,48.5,46.950035
2018-03-01,45.12594,47.46,45.12594
2018-03-02,51.41094,53.73,51.41094
2018-03-03,59.224792,58.6,59.224792
2018-03-04,103.456566,96.9,103.456566
2018-03-05,90.05406,90.9,90.05406
2018-03-06,100.60781,102.75,100.60781
2018-03-07,110.89375,113.25,110.89375
2018-03-08,118.086975,119.0,118.086975
2018-03-09,116.677605,117.0,116.677605
2018-03-10,113.038025,111.75,113.038025
2018-03-11,113.92396,111.0,113.92396
2018-03-12,104.81823,102.5,104.81823
2018-03-13,98.64844,97.5,98.64844
2018-03-14,91.07823,90.0,91.07823
2018-03-15,98.79844,100.25,98.79844
2018-03-16,98.57083,100.5,98.57083
2018-03-17,96.254166,101.25,96.254166
2018-03-18,100.24167,101.5,100.24167
2018-03-19,103.88229,105.0,103.88229
2018-03-20,106.31042,106.5,106.31042
2018-03-21,132.55782,124.0,132.55782
2018-03-22,110.64479,110.0,110.64479
2018-03-23,104.58177,104.25,104.58177
2018-03-24,101.58594,101.25,101.58594
2018-03-25,98.484375,98.0,98.484375
2018-03-26,93.38854,95.5,93.38854
2018-03-27,99.347916,101.0,99.347916
2018-03-28,115.50469,111.75,115.50469
2018-03-29,122.79375,124.25,122.79375
2018-03-30,128.0328,128.75,128.0328
2018-03-31,137.76219,142.8,137.76219
2018-04-01,161.3501,161.5,161.3501
2018-04-02,157.99187,157.9,157.99187
2018-04-03,149.20844,148.2,149.20844
2018-04-04,133.98,131.75,133.98
2018-04-05,119.63125,121.25,119.63125
2018-04-06,109.317184,108.25,109.317184
2018-04-07,103.09896,102.5,103.09896
2018-04-08,95.666664,94.0,95.666664
2018-04-09,83.50448,82.14,83.50448
2018-04-10,72.163956,70.94,72.163956
2018-04-11,64.04448,64.65,64.04448
2018-04-12,57.869793,54.8,57.869793
2018-04-13,52.977394,48.5,52.977394
2018-04-14,48.989376,44.84,48.989376
2018-04-15,45.318333,43.83,45.318333
2018-04-16,42.85,42.83,42.85
2018-04-17,41.631145,42.83,41.631145
2018-04-18,41.24167,41.82,41.24167
2018-04-19,40.65896,40.82,40.65896
2018-04-20,40.14021,39.81,40.14021
2018-04-21,38.578644,38.8,38.578644
2018-04-22,36.778957,37.8,36.778957
2018-04-23,35.152916,36.79,35.152916
2018-04-24,33.364376,34.78,33.364376
2018-04-25,32.56625,33.47,32.56625
2018-04-26,31.62729,32.59,31.62729
2018-04-27,30.97,31.71,30.97
2018-04-28,30.408333,32.15,30.408333
2018-04-29,31.050104,33.03,31.050104
2018-04-30,33.434166,33.9,33.434166
2018-05-01,30.948957,32.15,30.948957
2018-05-02,28.879583,30.84,28.879583
2018-05-03,27.971354,30.4,27.971354
2018-05-04,27.533333,30.4,27.533333
2018-05-05,28.17625,29.52,28.17625
2018-05-06,27.7775,29.52,27.7775
2018-05-07,26.533438,29.52,26.533438
2018-05-08,25.773855,28.65,25.773855
2018-05-09,26.386562,28.65,26.386562
2018-05-10,26.205729,27.77,26.205729
2018-05-11,25.811146,27.77,25.811146
2018-05-12,25.757084,26.9,25.757084
2018-05-13,25.285833,26.02,25.285833
2018-05-14,24.566458,26.02,24.566458
2018-05-15,23.311459,24.9,23.311459
2018-05-16,23.180208,24.53,23.180208
2018-05-17,23.321875,24.53,23.321875
2018-05-18,23.098125,23.78,23.098125
2018-05-19,24.345312,30.9,24.345312
2018-05-20,34.065937,45.36,34.065937
2018-05-21,43.19031,43.83,43.19031
2018-05-22,35.052917,36.29,35.052917
2018-05-23,29.024584,33.9,29.024584
2018-05-24,25.834583,29.09,25.834583
2018-05-25,24.391459,26.46,24.391459
2018-05-26,23.517763,24.9,23.517763
2018-05-27,23.073957,24.15,23.073957
2018-05-28,22.601458,23.04,22.601458
2018-05-29,22.066355,22.66,22.066355
2018-05-30,21.65448,22.29,21.65448
2018-05-31,21.495937,22.29,21.495937
2018-06-01,21.206772,23.41,21.206772
2018-06-02,21.154375,22.29,21.154375
2018-06-03,22.579271,24.9,22.579271
2018-06-04,30.992188,34.34,30.992188
2018-06-05,33.25948,34.78,33.25948
2018-06-06,35.091145,36.29,35.091145
2018-06-07,41.057396,42.83,41.057396
2018-06-08,40.69573,43.83,40.69573
2018-06-09,47.698853,49.55,47.698853
2018-06-10,46.349895,46.43,46.349895
2018-06-11,38.125763,38.3,38.125763
2018-06-12,32.331978,33.47,32.331978
2018-06-13,35.15375,37.3,35.15375
2018-06-14,40.689064,42.83,40.689064
2018-06-15,38.928543,39.81,38.928543
2018-06-16,36.68802,38.3,36.68802
2018-06-17,39.71882,40.82,39.71882
2018-06-18,40.599792,37.3,40.599792
2018-06-19,36.760418,35.28,36.760418
2018-06-20,33.096043,33.9,33.096043
2018-06-21,30.439167,32.15,30.439167
2018-06-22,28.465313,29.96,28.465313
2018-06-23,26.714792,27.77,26.714792
2018-06-24,25.55052,26.9,25.55052
2018-06-25,24.805624,26.02,24.805624
2018-06-26,23.954271,26.02,23.954271
2018-06-27,29.275105,32.28,29.275105
2018-06-28,51.27052,57.53,51.27052
2018-06-29,59.841877,61.35,59.841877
2018-06-30,56.7317,58.05,56.7317
2018-07-01,48.511665,46.93,48.511665
2018-07-02,40.16823,40.82,40.16823
2018-07-03,33.82021,35.28,33.82021
2018-07-04,32.645,32.59,32.645
2018-07-05,31.260105,31.28,31.260105
2018-07-06,28.810833,30.84,28.810833
2018-07-07,26.79375,28.65,26.79375
2018-07-08,25.627811,26.9,25.627811
2018-07-09,24.732292,24.53,24.732292
2018-07-10,23.707916,24.15,23.707916
2018-07-11,23.130833,23.78,23.130833
2018-07-12,22.828854,23.78,22.828854
2018-07-13,22.219376,23.04,22.219376
2018-07-14,21.719063,23.04,21.719063
2018-07-15,21.514166,23.04,21.514166
2018-07-16,21.118021,22.66,21.118021
2018-07-17,20.458542,22.29,20.458542
2018-07-18,20.256561,22.29,20.256561
2018-07-19,20.630138,21.54,20.630138
2018-07-20,21.069895,21.17,21.069895
2018-07-21,20.641146,20.8,20.641146
2018-07-22,20.25552,20.05,20.25552
2018-07-23,19.852188,19.3,19.852188
2018-07-24,19.242813,18.56,19.242813
2018-07-25,19.640207,18.93,19.640207
2018-07-26,19.759062,18.56,19.759062
2018-07-27,19.78698,18.56,19.78698
2018-07-28,19.857187,18.56,19.857187
2018-07-29,19.552187,18.56,19.552187
2018-07-30,19.136562,18.56,19.136562
2018-07-31,18.906979,18.56,18.906979
2018-08-01,20.11927,19.68,20.11927
2018-08-02,22.141562,22.29,22.141562
2018-08-03,19.974167,19.68,19.974167
2018-08-04,19.275,18.93,19.275
2018-08-05,19.321146,18.56,19.321146
2018-08-06,19.035938,18.56,19.035938
2018-08-07,18.519167,18.56,18.519167
2018-08-08,18.316145,18.25,18.316145
2018-08-09,18.243334,17.94,18.243334
2018-08-10,18.12354,17.94,18.12354
2018-08-11,18.409687,17.33,18.409687
2018-08-12,17.259895,17.33,17.259895
2018-08-13,17.18552,17.33,17.18552
2018-08-14,16.712187,16.71,16.712187
2018-08-15,16.57375,16.71,16.57375
2018-08-16,16.618437,16.71,16.618437
2018-08-17,16.645313,16.71,16.645313
2018-08-18,16.451355,16.71,16.451355
2018-08-19,16.881458,16.71,16.881458
2018-08-20,17.055313,16.71,17.055313
2018-08-21,16.66125,17.02,16.66125
2018-08-22,16.4825,16.71,16.4825
2018-08-23,16.91,17.63,16.91
2018-08-24,20.706354,20.42,20.706354
2018-08-25,31.131042,34.34,31.131042
2018-08-26,52.373646,54.8,52.373646
2018-08-27,56.561356,54.8,56.561356
2018-08-28,50.635418,47.98,50.635418
2018-08-29,39.912918,37.3,39.912918
2018-08-30,31.153229,28.27,31.153229
2018-08-31,25.492395,24.15,25.492395
2018-09-01,22.69875,22.29,22.69875
2018-09-02,21.51307,21.54,21.51307
2018-09-03,22.61698,22.29,22.61698
2018-09-04,31.868126,33.6,31.868126
2018-09-05,41.668125,41.82,41.668125
2018-09-06,41.433334,40.82,41.433334
2018-09-07,38.270832,30.84,38.270832
2018-09-08,30.606041,28.65,30.606041
2018-09-09,25.747604,24.9,25.747604
2018-09-10,23.26052,23.04,23.26052
2018-09-11,21.511562,21.17,21.511562
2018-09-12,20.58875,20.05,20.58875
2018-09-13,19.975834,19.3,19.975834
2018-09-14,19.564062,19.68,19.564062
2018-09-15,19.564375,19.68,19.564375
2018-09-16,20.344063,20.42,20.344063
2018-09-17,32.02,33.9,32.02
2018-09-18,31.216354,31.71,31.216354
2018-09-19,24.968124,29.52,24.968124
2018-09-20,22.2025,25.65,22.2025
2018-09-21,22.011147,23.41,22.011147
2018-09-22,28.028229,22.29,28.028229
2018-09-23,27.308125,21.92,27.308125
2018-09-24,23.233126,20.42,23.233126
2018-09-25,21.510313,20.8,21.510313
2018-09-26,24.050625,22.66,24.050625
2018-09-27,26.9675,25.27,26.9675
2018-09-28,29.981249,32.15,29.981249
2018-09-29,33.01323,30.84,33.01323
2018-09-30,28.605,27.33,28.605
2018-10-01,25.67,24.15,25.67
2018-10-02,24.111563,24.15,24.111563
2018-10-03,40.578125,51.25,40.578125
2018-10-04,72.40542,75.02,72.40542
2018-10-05,85.29198,83.34,85.29198
2018-10-06,84.814064,85.16,84.814064
2018-10-07,90.14792,91.9,90.14792
2018-10-08,92.62708,92.5,92.62708
2018-10-09,91.44479,90.0,91.44479
2018-10-10,104.61441,102.75,104.61441
2018-10-11,115.083855,109.5,115.083855
2018-10-12,103.63386,103.0,103.63386
2018-10-13,103.07448,103.0,103.07448
2018-10-14,106.260414,108.5,106.260414
