,telemetrica,convencional,vazao
1937-08-13,,31.28,31.28
1937-08-14,,34.78,34.78
1937-08-15,,33.03,33.03
1937-08-16,,31.28,31.28
1937-08-17,,26.02,26.02
1937-08-18,,25.27,25.27
1937-08-19,,24.53,24.53
1937-08-20,,23.04,23.04
1937-08-21,,20.05,20.05
1937-08-22,,29.52,29.52
1937-08-23,,38.8,38.8
1937-08-24,,55.3,55.3
1937-08-25,,73.26,73.26
1937-08-26,,70.94,70.94
1937-08-27,,59.7,59.7
1937-08-28,,56.4,56.4
1937-08-29,,57.5,57.5
1937-08-30,,55.3,55.3
1937-08-31,,49.02,49.02
1937-09-01,,49.02,49.02
1937-09-02,,49.02,49.02
1937-09-03,,38.8,38.8
1937-09-04,,36.79,36.79
1937-09-05,,35.79,35.79
1937-09-06,,34.78,34.78
1937-09-07,,33.03,33.03
1937-09-08,,31.28,31.28
1937-09-09,,30.4,30.4
1937-09-10,,29.52,29.52
1937-09-11,,27.77,27.77
1937-09-12,,26.02,26.02
1937-09-13,,23.04,23.04
1937-09-14,,21.54,21.54
1937-09-15,,21.54,21.54
1937-09-16,,21.54,21.54
1937-09-17,,20.05,20.05
1937-09-18,,18.56,18.56
1937-09-19,,18.56,18.56
1937-09-20,,17.33,17.33
1937-09-21,,17.33,17.33
1937-09-22,,17.33,17.33
1937-09-23,,17.33,17.33
1937-09-24,,17.33,17.33
1937-09-25,,16.71,16.71
1937-09-26,,17.33,17.33
1937-09-27,,16.09,16.09
1937-09-28,,16.09,16.09
1937-09-29,,17.33,17.33
1937-09-30,,66.3,66.3
1937-10-01,,185.6,185.6
1937-10-02,,176.5,176.5
1937-10-03,,151.8,151.8
1937-10-04,,135.0,135.0
1937-10-05,,127.0,127.0
1937-10-06,,131.5,131.5
1937-10-07,,139.8,139.8
1937-10-08,,151.2,151.2
1937-10-09,,188.0,188.0
1937-10-10,,172.3,172.3
1937-10-11,,160.0,160.0
1937-10-12,,147.6,147.6
1937-10-13,,131.0,131.0
1937-10-14,,119.0,119.0
1937-10-15,,250.4,250.4
1937-10-16,,190.8,190.8
1937-10-17,,158.6,158.6
1937-10-18,,138.6,138.6
1937-10-19,,133.0,133.0
1937-10-20,,129.5,129.5
1937-10-21,,129.0,129.0
1937-10-22,,123.5,123.5
1937-10-23,,117.5,117.5
1937-10-24,,112.0,112.0
1937-10-25,,107.0,107.0
1937-10-26,,101.0,101.0
1937-10-27,,90.0,90.0
1937-10-28,,77.9,77.9
1937-10-29,,65.2,65.2
1937-10-30,,58.6,58.6
1937-10-31,,54.25,54.25
1937-11-01,,46.93,46.93
1937-11-02,,50.07,50.07
1937-11-03,,51.12,51.12
1937-11-04,,53.21,53.21
1937-11-05,,51.12,51.12
1937-11-06,,60.8,60.8
1937-11-07,,57.5,57.5
1937-11-08,,58.6,58.6
1937-11-09,,64.1,64.1
1937-11-10,,61.9,61.9
1937-11-11,,63.0,63.0
1937-11-12,,68.62,68.62
1937-11-13,,63.0,63.0
1937-11-14,,58.6,58.6
1937-11-15,,139.8,139.8
1937-11-16,,246.8,246.8
1937-11-17,,319.4,319.4
1937-11-18,,252.2,252.2
1937-11-19,,224.6,224.6
1937-11-20,,204.6,204.6
1937-11-21,,200.6,200.6
1937-11-22,,215.0,215.0
1937-11-23,,228.8,228.8
1937-11-24,,226.2,226.2
1937-11-25,,209.4,209.4
1937-11-26,,201.4,201.4
1937-11-27,,180.0,180.0
1937-11-28,,157.2,157.2
1937-11-29,,141.0,141.0
1937-11-30,,122.0,122.0
1937-12-01,,101.5,101.5
1937-12-02,,95.0,95.0
1937-12-03,,88.79,88.79
1937-12-04,,72.1,72.1
1937-12-05,,60.8,60.8
1937-12-06,,55.3,55.3
1937-12-07,,52.16,52.16
1937-12-08,,51.12,51.12
1937-12-09,,57.5,57.5
1937-12-10,,61.9,61.9
1937-12-11,,60.8,60.8
1937-12-12,,57.5,57.5
1937-12-13,,55.3,55.3
1937-12-14,,52.16,52.16
1937-12-15,,45.89,45.89
1937-12-16,,39.81,39.81
1937-12-17,,36.79,36.79
1937-12-18,,34.78,34.78
1937-12-19,,34.78,34.78
1937-12-20,,34.78,34.78
1937-12-21,,36.79,36.79
1937-12-22,,33.9,33.9
1937-12-23,,33.03,33.03
1937-12-24,,35.79,35.79
1937-12-25,,32.15,32.15
1937-12-26,,32.15,32.15
1937-12-27,,34.78,34.78
1937-12-28,,30.4,30.4
1937-12-29,,31.28,31.28
1937-12-30,,33.03,33.03
1937-12-31,,34.78,34.78
1938-01-01,,33.9,33.9
1938-01-02,,31.28,31.28
1938-01-03,,29.52,29.52
1938-01-04,,30.4,30.4
1938-01-05,,31.28,31.28
1938-01-06,,32.15,32.15
1938-01-07,,31.28,31.28
1938-01-08,,29.52,29.52
1938-01-09,,30.4,30.4
1938-01-10,,32.15,32.15
1938-01-11,,28.65,28.65
1938-01-12,,26.9,26.9
1938-01-13,,26.9,26.9
1938-01-14,,34.78,34.78
1938-01-15,,50.07,50.07
1938-01-16,,55.3,55.3
1938-01-17,,55.3,55.3
1938-01-18,,53.21,53.21
1938-01-19,,50.07,50.07
1938-01-20,,46.93,46.93
1938-01-21,,53.21,53.21
1938-01-22,,56.4,56.4
1938-01-23,,69.78,69.78
1938-01-24,,72.1,72.1
1938-01-25,,70.94,70.94
1938-01-26,,79.11,79.11
1938-01-27,,94.0,94.0
1938-01-28,,108.0,108.0
1938-01-29,,169.5,169.5
1938-01-30,,164.2,164.2
1938-01-31,,155.1,155.1
1938-02-01,,150.6,150.6
1938-02-02,,148.2,148.2
1938-02-03,,136.8,136.8
1938-02-04,,126.0,126.0
1938-02-05,,139.2,139.2
1938-02-06,,130.5,130.5
1938-02-07,,117.0,117.0
1938-02-08,,109.0,109.0
1938-02-09,,102.0,102.0
1938-02-10,,100.0,100.0
1938-02-11,,85.16,85.16
1938-02-12,,79.11,79.11
1938-02-13,,76.74,76.74
1938-02-14,,74.42,74.42
1938-02-15,,68.62,68.62
1938-02-16,,64.1,64.1
1938-02-17,,60.8,60.8
1938-02-18,,58.6,58.6
1938-02-19,,56.4,56.4
1938-02-20,,54.25,54.25
1938-02-21,,53.21,53.21
1938-02-22,,53.21,53.21
1938-02-23,,52.16,52.16
1938-02-24,,52.16,52.16
1938-02-25,,50.07,50.07
1938-02-26,,49.02,49.02
1938-02-27,,45.89,45.89
1938-02-28,,41.82,41.82
1938-03-01,,37.8,37.8
1938-03-02,,36.79,36.79
1938-03-03,,36.79,36.79
1938-03-04,,37.8,37.8
1938-03-05,,40.82,40.82
1938-03-06,,40.82,40.82
1938-03-07,,39.81,39.81
1938-03-08,,38.8,38.8
1938-03-09,,34.78,34.78
1938-03-10,,33.03,33.03
1938-03-11,,31.28,31.28
1938-03-12,,29.52,29.52
1938-03-13,,27.77,27.77
1938-03-14,,26.9,26.9
1938-03-15,,26.02,26.02
1938-03-16,,23.78,23.78
1938-03-17,,36.79,36.79
1938-03-18,,32.15,32.15
1938-03-19,,34.78,34.78
1938-03-20,,40.82,40.82
1938-03-21,,38.8,38.8
1938-03-22,,37.8,37.8
1938-03-23,,103.5,103.5
1938-03-24,,63.0,63.0
1938-03-25,,52.16,52.16
1938-03-26,,45.89,45.89
1938-03-27,,43.83,43.83
1938-03-28,,42.83,42.83
1938-03-29,,40.82,40.82
1938-03-30,,39.81,39.81
1938-03-31,,38.8,38.8
1938-04-01,,37.8,37.8
1938-04-02,,34.78,34.78
1938-04-03,,31.28,31.28
1938-04-04,,30.4,30.4
1938-04-05,,44.84,44.84
1938-04-06,,53.21,53.21
1938-04-07,,52.16,52.16
1938-04-08,,50.07,50.07
1938-04-09,,53.21,53.21
1938-04-10,,53.21,53.21
1938-04-11,,52.16,52.16
1938-04-12,,51.12,51.12
1938-04-13,,51.12,51.12
1938-04-14,,46.93,46.93
1938-04-15,,44.84,44.84
1938-04-16,,42.83,42.83
1938-04-17,,40.82,40.82
1938-04-18,,38.8,38.8
1938-04-19,,36.79,36.79
1938-04-20,,34.78,34.78
1938-04-21,,34.78,34.78
1938-04-22,,33.03,33.03
1938-04-23,,31.28,31.28
1938-04-24,,29.52,29.52
1938-04-25,,27.77,27.77
1938-04-26,,27.77,27.77
1938-04-27,,26.9,26.9
1938-04-28,,27.77,27.77
1938-04-29,,40.82,40.82
1938-04-30,,42.83,42.83
1938-05-01,,46.93,46.93
1938-05-02,,50.07,50.07
1938-05-03,,44.84,44.84
1938-05-04,,40.82,40.82
1938-05-05,,35.79,35.79
1938-05-06,,34.78,34.78
1938-05-07,,30.4,30.4
1938-05-08,,27.77,27.77
1938-05-09,,26.9,26.9
1938-05-10,,26.02,26.02
1938-05-11,,25.27,25.27
1938-05-12,,24.53,24.53
1938-05-13,,23.04,23.04
1938-05-14,,23.04,23.04
1938-05-15,,23.04,23.04
1938-05-16,,24.53,24.53
1938-05-17,,24.53,24.53
1938-05-18,,26.02,26.02
1938-05-19,,26.9,26.9
1938-05-20,,26.02,26.02
1938-05-21,,56.4,56.4
1938-05-22,,239.6,239.6
1938-05-23,,248.6,248.6
1938-05-24,,212.6,212.6
1938-05-25,,215.8,215.8
1938-05-26,,215.0,215.0
1938-05-27,,211.8,211.8
1938-05-28,,206.2,206.2
1938-05-29,,167.4,167.4
1938-05-30,,174.4,174.4
1938-05-31,,166.0,166.0
1938-06-01,,157.2,157.2
1938-06-02,,145.2,145.2
1938-06-03,,136.2,136.2
1938-06-04,,125.0,125.0
1938-06-05,,114.0,114.0
1938-06-06,,105.0,105.0
1938-06-07,,90.0,90.0
1938-06-08,,82.74,82.74
1938-06-09,,70.94,70.94
1938-06-10,,66.3,66.3
1938-06-11,,55.3,55.3
1938-06-12,,50.07,50.07
1938-06-13,,49.02,49.02
1938-06-14,,46.93,46.93
1938-06-15,,45.89,45.89
1938-06-16,,43.83,43.83
1938-06-17,,40.82,40.82
1938-06-18,,38.8,38.8
1938-06-19,,37.8,37.8
1938-06-20,,40.82,40.82
1938-06-21,,61.9,61.9
1938-06-22,,170.2,170.2
1938-06-23,,195.0,195.0
1938-06-24,,199.8,199.8
1938-06-25,,161.2,161.2
1938-06-26,,151.2,151.2
1938-06-27,,147.0,147.0
1938-06-28,,146.4,146.4
1938-06-29,,142.2,142.2
1938-06-30,,158.6,158.6
1938-07-01,,223.0,223.0
1938-07-02,,212.6,212.6
1938-07-03,,195.0,195.0
1938-07-04,,180.0,180.0
1938-07-05,,167.4,167.4
1938-07-06,,160.6,160.6
1938-07-07,,147.0,147.0
1938-07-08,,138.6,138.6
1938-07-09,,130.0,130.0
1938-07-10,,122.0,122.0
1938-07-11,,116.0,116.0
1938-07-12,,109.0,109.0
1938-07-13,,147.0,147.0
1938-07-14,,122.0,122.0
1938-07-15,,112.5,112.5
1938-07-16,,122.0,122.0
1938-07-17,,113.0,113.0
1938-07-18,,113.0,113.0
1938-07-19,,105.0,105.0
1938-07-20,,115.0,115.0
1938-07-21,,104.0,104.0
1938-07-22,,102.0,102.0
1938-07-23,,101.0,101.0
1938-07-24,,96.0,96.0
1938-07-25,,94.0,94.0
1938-07-26,,90.0,90.0
1938-07-27,,77.9,77.9
1938-07-28,,73.26,73.26
1938-07-29,,70.94,70.94
1938-07-30,,66.3,66.3
1938-07-31,,64.1,64.1
1938-08-01,,112.0,112.0
1938-08-02,,113.0,113.0
1938-08-03,,106.0,106.0
1938-08-04,,100.5,100.5
1938-08-05,,96.0,96.0
1938-08-06,,90.0,90.0
1938-08-07,,82.74,82.74
1938-08-08,,100.0,100.0
1938-08-09,,98.0,98.0
1938-08-10,,99.0,99.0
1938-08-11,,88.79,88.79
1938-08-12,,87.58,87.58
1938-08-13,,86.37,86.37
1938-08-14,,82.74,82.74
1938-08-15,,80.32,80.32
1938-08-16,,75.58,75.58
1938-08-17,,72.1,72.1
1938-08-18,,66.3,66.3
1938-08-19,,66.3,66.3
1938-08-20,,64.1,64.1
1938-08-21,,61.9,61.9
1938-08-22,,59.7,59.7
1938-08-23,,77.9,77.9
1938-08-24,,73.26,73.26
1938-08-25,,68.62,68.62
1938-08-26,,66.3,66.3
1938-08-27,,61.9,61.9
1938-08-28,,55.3,55.3
1938-08-29,,49.02,49.02
1938-08-30,,44.84,44.84
1938-08-31,,42.83,42.83
1938-09-01,,40.82,40.82
1938-09-02,,40.82,40.82
1938-09-03,,41.82,41.82
1938-09-04,,42.83,42.83
1938-09-05,,45.89,45.89
1938-09-06,,38.8,38.8
1938-09-07,,44.84,44.84
1938-09-08,,77.9,77.9
1938-09-09,,103.5,103.5
1938-09-10,,99.0,99.0
1938-09-11,,91.0,91.0
1938-09-12,,85.16,85.16
1938-09-13,,111.5,111.5
1938-09-14,,147.0,147.0
1938-09-15,,129.5,129.5
1938-09-16,,120.0,120.0
1938-09-17,,108.0,108.0
1938-09-18,,101.5,101.5
1938-09-19,,101.0,101.0
1938-09-20,,97.0,97.0
1938-09-21,,93.0,93.0
1938-09-22,,90.0,90.0
1938-09-23,,86.37,86.37
1938-09-24,,81.53,81.53
1938-09-25,,74.42,74.42
1938-09-26,,64.1,64.1
1938-09-27,,55.3,55.3
1938-09-28,,51.12,51.12
1938-09-29,,49.02,49.02
1938-09-30,,46.93,46.93
1938-10-01,,44.84,44.84
1938-10-02,,46.93,46.93
1938-10-03,,52.16,52.16
1938-10-04,,56.4,56.4
1938-10-05,,59.7,59.7
1938-10-06,,58.6,58.6
1938-10-07,,52.16,52.16
1938-10-08,,47.98,47.98
1938-10-09,,45.89,45.89
1938-10-10,,42.83,42.83
1938-10-11,,43.83,43.83
1938-10-12,,45.89,45.89
1938-10-13,,43.83,43.83
1938-10-14,,42.83,42.83
1938-10-15,,40.82,40.82
1938-10-16,,70.94,70.94
1938-10-17,,79.11,79.11
1938-10-18,,91.0,91.0
1938-10-19,,99.0,99.0
1938-10-20,,99.0,99.0
1938-10-21,,96.0,96.0
1938-10-22,,90.0,90.0
1938-10-23,,91.0,91.0
1938-10-24,,82.74,82.74
1938-10-25,,76.74,76.74
1938-10-26,,72.1,72.1
1938-10-27,,70.94,70.94
1938-10-28,,81.53,81.53
1938-10-29,,88.79,88.79
1938-10-30,,90.0,90.0
1938-10-31,,88.79,88.79
1938-11-01,,86.37,86.37
1938-11-02,,81.53,81.53
1938-11-03,,75.58,75.58
1938-11-04,,69.78,69.78
1938-11-05,,66.3,66.3
1938-11-06,,63.0,63.0
1938-11-07,,57.5,57.5
1938-11-08,,54.25,54.25
1938-11-09,,52.16,52.16
1938-11-10,,49.02,49.02
1938-11-11,,45.89,45.89
1938-11-12,,39.81,39.81
1938-11-13,,36.79,36.79
1938-11-14,,37.8,37.8
1938-11-15,,36.79,36.79
1938-11-16,,35.79,35.79
1938-11-17,,38.8,38.8
1938-11-18,,42.83,42.83
1938-11-19,,46.93,46.93
1938-11-20,,49.02,49.02
1938-11-21,,50.07,50.07
1938-11-22,,41.82,41.82
1938-11-23,,43.83,43.83
1938-11-24,,43.83,43.83
1938-11-25,,41.82,41.82
1938-11-26,,39.81,39.81
1938-11-27,,38.8,38.8
1938-11-28,,37.8,37.8
1938-11-29,,34.78,34.78
1938-11-30,,39.81,39.81
1938-12-01,,53.21,53.21
1938-12-02,,58.6,58.6
1938-12-03,,60.8,60.8
1938-12-04,,56.4,56.4
1938-12-05,,52.16,52.16
1938-12-06,,49.02,49.02
1938-12-07,,43.83,43.83
1938-12-08,,33.9,33.9
1938-12-09,,29.52,29.52
1938-12-10,,27.77,27.77
1938-12-11,,26.02,26.02
1938-12-12,,24.53,24.53
1938-12-13,,25.27,25.27
1938-12-14,,28.65,28.65
1938-12-15,,32.15,32.15
1938-12-16,,43.83,43.83
1938-12-17,,59.7,59.7
1938-12-18,,69.78,69.78
1938-12-19,,73.26,73.26
1938-12-20,,79.11,79.11
1938-12-21,,83.95,83.95
1938-12-22,,90.0,90.0
1938-12-23,,99.0,99.0
1938-12-24,,100.5,100.5
1938-12-25,,102.0,102.0
1938-12-26,,102.0,102.0
1938-12-27,,101.5,101.5
1938-12-28,,99.0,99.0
1938-12-29,,88.79,88.79
1938-12-30,,82.74,82.74
1938-12-31,,60.8,60.8
1939-01-01,,47.98,47.98
1939-01-02,,37.8,37.8
1939-01-03,,34.78,34.78
1939-01-04,,35.79,35.79
1939-01-05,,38.8,38.8
1939-01-06,,43.83,43.83
1939-01-07,,47.98,47.98
1939-01-08,,51.12,51.12
1939-01-09,,53.21,53.21
1939-01-10,,56.4,56.4
1939-01-11,,59.7,59.7
1939-01-12,,57.5,57.5
1939-01-13,,56.4,56.4
1939-01-14,,69.78,69.78
1939-01-15,,67.46,67.46
1939-01-16,,65.2,65.2
1939-01-17,,68.62,68.62
1939-01-18,,69.78,69.78
1939-01-19,,68.62,68.62
1939-01-20,,70.94,70.94
1939-01-21,,77.9,77.9
1939-01-22,,127.0,127.0
1939-01-23,,120.0,120.0
1939-01-24,,109.5,109.5
1939-01-25,,104.5,104.5
1939-01-26,,103.0,103.0
1939-01-27,,101.5,101.5
1939-01-28,,100.5,100.5
1939-01-29,,95.0,95.0
1939-01-30,,91.0,91.0
1939-01-31,,87.58,87.58
1939-02-01,,87.58,87.58
1939-02-02,,88.79,88.79
1939-02-03,,92.0,92.0
1939-02-04,,87.58,87.58
1939-02-05,,83.95,83.95
1939-02-06,,80.32,80.32
1939-02-07,,82.74,82.74
1939-02-08,,79.11,79.11
1939-02-09,,76.74,76.74
1939-02-10,,75.58,75.58
1939-02-11,,61.9,61.9
1939-02-12,,54.25,54.25
1939-02-13,,50.07,50.07
1939-02-14,,43.83,43.83
1939-02-15,,39.81,39.81
1939-02-16,,39.81,39.81
1939-02-17,,58.6,58.6
1939-02-18,,68.62,68.62
1939-02-19,,75.58,75.58
1939-02-20,,83.95,83.95
1939-02-21,,93.0,93.0
1939-02-22,,106.0,106.0
1939-02-23,,103.5,103.5
1939-02-24,,105.0,105.0
1939-02-25,,104.0,104.0
1939-02-26,,105.5,105.5
1939-02-27,,106.5,106.5
1939-02-28,,108.5,108.5
1939-03-01,,117.0,117.0
1939-03-02,,123.5,123.5
1939-03-03,,121.5,121.5
1939-03-04,,119.0,119.0
1939-03-05,,109.0,109.0
1939-03-06,,108.0,108.0
1939-03-07,,103.0,103.0
1939-03-08,,101.5,101.5
1939-03-09,,76.74,76.74
1939-03-10,,68.62,68.62
1939-03-11,,63.0,63.0
1939-03-12,,56.4,56.4
1939-03-13,,91.0,91.0
1939-03-14,,88.79,88.79
1939-03-15,,83.95,83.95
1939-03-16,,80.32,80.32
1939-03-17,,74.42,74.42
1939-03-18,,72.1,72.1
1939-03-19,,68.62,68.62
1939-03-20,,83.95,83.95
1939-03-21,,79.11,79.11
1939-03-22,,74.42,74.42
1939-03-23,,70.94,70.94
1939-03-24,,68.62,68.62
1939-03-25,,69.78,69.78
1939-03-26,,66.3,66.3
1939-03-27,,66.3,66.3
1939-03-28,,63.0,63.0
1939-03-29,,59.7,59.7
1939-03-30,,67.46,67.46
1939-03-31,,60.8,60.8
1939-04-01,,68.62,68.62
1939-04-02,,55.3,55.3
1939-04-03,,53.21,53.21
1939-04-04,,51.12,51.12
1939-04-05,,47.98,47.98
1939-04-06,,47.98,47.98
1939-04-07,,55.3,55.3
1939-04-08,,58.6,58.6
1939-04-09,,57.5,57.5
1939-04-10,,55.3,55.3
1939-04-11,,50.07,50.07
1939-04-12,,66.3,66.3
1939-04-13,,60.8,60.8
1939-04-14,,57.5,57.5
1939-04-15,,55.3,55.3
1939-04-16,,51.12,51.12
1939-04-17,,44.84,44.84
1939-04-18,,38.8,38.8
1939-04-19,,35.79,35.79
1939-04-20,,34.78,34.78
1939-04-21,,33.03,33.03
1939-04-22,,31.28,31.28
1939-04-23,,30.4,30.4
1939-04-24,,29.52,29.52
1939-04-25,,36.79,36.79
1939-04-26,,43.83,43.83
1939-04-27,,41.82,41.82
1939-04-28,,40.82,40.82
1939-04-29,,38.8,38.8
1939-04-30,,34.78,34.78
1939-05-01,,34.78,34.78
1939-05-02,,33.03,33.03
1939-05-03,,32.15,32.15
1939-05-04,,28.65,28.65
1939-05-05,,31.28,31.28
1939-05-06,,31.28,31.28
1939-05-07,,31.28,31.28
1939-05-08,,40.82,40.82
1939-05-09,,60.8,60.8
1939-05-10,,63.0,63.0
1939-05-11,,61.9,61.9
1939-05-12,,103.0,103.0
1939-05-13,,85.16,85.16
1939-05-14,,77.9,77.9
1939-05-15,,87.58,87.58
1939-05-16,,82.74,82.74
1939-05-17,,100.0,100.0
1939-05-18,,94.0,94.0
1939-05-19,,100.0,100.0
1939-05-20,,96.0,96.0
1939-05-21,,86.37,86.37
1939-05-22,,79.11,79.11
1939-05-23,,74.42,74.42
1939-05-24,,69.78,69.78
1939-05-25,,63.0,63.0
1939-05-26,,58.6,58.6
1939-05-27,,46.93,46.93
1939-05-28,,47.98,47.98
1939-05-29,,63.0,63.0
1939-05-30,,47.98,47.98
1939-05-31,,53.21,53.21
1939-06-01,,47.98,47.98
1939-06-02,,47.98,47.98
1939-06-03,,52.16,52.16
1939-06-04,,59.7,59.7
1939-06-05,,59.7,59.7
1939-06-06,,55.3,55.3
1939-06-07,,53.21,53.21
1939-06-08,,51.12,51.12
1939-06-09,,49.02,49.02
1939-06-10,,53.21,53.21
1939-06-11,,66.3,66.3
1939-06-12,,61.9,61.9
1939-06-13,,57.5,57.5
1939-06-14,,53.21,53.21
1939-06-15,,51.12,51.12
1939-06-16,,45.89,45.89
1939-06-17,,42.83,42.83
1939-06-18,,40.82,40.82
1939-06-19,,39.81,39.81
1939-06-20,,37.8,37.8
1939-06-21,,37.8,37.8
1939-06-22,,47.98,47.98
1939-06-23,,44.84,44.84
1939-06-24,,43.83,43.83
1939-06-25,,39.81,39.81
1939-06-26,,37.8,37.8
1939-06-27,,34.78,34.78
1939-06-28,,34.78,34.78
1939-06-29,,49.02,49.02
1939-06-30,,45.89,45.89
1939-07-01,,41.82,41.82
1939-07-02,,37.8,37.8
1939-07-03,,36.79,36.79
1939-07-04,,34.78,34.78
1939-07-05,,32.15,32.15
1939-07-06,,31.28,31.28
1939-07-07,,31.28,31.28
1939-07-08,,31.28,31.28
1939-07-09,,31.28,31.28
1939-07-10,,31.28,31.28
1939-07-11,,30.4,30.4
1939-07-12,,29.52,29.52
1939-07-13,,29.52,29.52
1939-07-14,,34.78,34.78
1939-07-15,,31.28,31.28
1939-07-16,,31.28,31.28
1939-07-17,,27.77,27.77
1939-07-18,,26.02,26.02
1939-07-19,,26.02,26.02
1939-07-20,,25.27,25.27
1939-07-21,,26.02,26.02
1939-07-22,,27.77,27.77
1939-07-23,,26.9,26.9
1939-07-24,,26.02,26.02
1939-07-25,,29.52,29.52
1939-07-26,,38.8,38.8
1939-07-27,,37.8,37.8
1939-07-28,,36.79,36.79
1939-07-29,,34.78,34.78
1939-07-30,,33.03,33.03
1939-07-31,,30.4,30.4
1939-08-01,,27.77,27.77
1939-08-02,,26.02,26.02
1939-08-03,,25.27,25.27
1939-08-04,,24.53,24.53
1939-08-05,,23.78,23.78
1939-08-06,,23.04,23.04
1939-08-07,,22.29,22.29
1939-08-08,,21.54,21.54
1939-08-09,,20.8,20.8
1939-08-10,,20.05,20.05
1939-08-11,,20.05,20.05
1939-08-12,,20.05,20.05
1939-08-13,,20.05,20.05
1939-08-14,,20.05,20.05
1939-08-15,,20.05,20.05
1939-08-16,,19.3,19.3
1939-08-17,,19.3,19.3
1939-08-18,,18.56,18.56
1939-08-19,,18.56,18.56
1939-08-20,,18.56,18.56
1939-08-21,,18.56,18.56
1939-08-22,,20.05,20.05
1939-08-23,,30.4,30.4
1939-08-24,,49.02,49.02
1939-08-25,,38.8,38.8
1939-08-26,,35.79,35.79
1939-08-27,,31.28,31.28
1939-08-28,,29.52,29.52
1939-08-29,,26.02,26.02
1939-08-30,,23.04,23.04
1939-08-31,,23.04,23.04
1939-09-01,,49.02,49.02
1939-09-02,,57.5,57.5
1939-09-03,,59.7,59.7
1939-09-04,,58.6,58.6
1939-09-05,,68.62,68.62
1939-09-06,,66.3,66.3
1939-09-07,,66.3,66.3
1939-09-08,,63.0,63.0
1939-09-09,,59.7,59.7
1939-09-10,,55.3,55.3
1939-09-11,,49.02,49.02
1939-09-12,,46.93,46.93
1939-09-13,,42.83,42.83
1939-09-14,,42.83,42.83
1939-09-15,,33.03,33.03
1939-09-16,,31.28,31.28
1939-09-17,,31.28,31.28
1939-09-18,,82.74,82.74
1939-09-19,,79.11,79.11
1939-09-20,,86.37,86.37
1939-09-21,,77.9,77.9
1939-09-22,,72.1,72.1
1939-09-23,,66.3,66.3
1939-09-24,,63.0,63.0
1939-09-25,,58.6,58.6
1939-09-26,,55.3,55.3
1939-09-27,,51.12,51.12
1939-09-28,,45.89,45.89
1939-09-29,,37.8,37.8
1939-09-30,,31.28,31.28
1939-10-01,,35.79,35.79
1939-10-02,,41.82,41.82
1939-10-03,,43.83,43.83
1939-10-04,,40.82,40.82
1939-10-05,,40.82,40.82
1939-10-06,,38.8,38.8
1939-10-07,,35.79,35.79
1939-10-08,,33.03,33.03
1939-10-09,,31.28,31.28
1939-10-10,,28.65,28.65
1939-10-11,,26.02,26.02
1939-10-12,,24.53,24.53
1939-10-13,,23.78,23.78
1939-10-14,,23.78,23.78
1939-10-15,,23.78,23.78
1939-10-16,,23.04,23.04
1939-10-17,,22.29,22.29
1939-10-18,,21.54,21.54
1939-10-19,,20.8,20.8
1939-10-20,,20.05,20.05
1939-10-21,,19.3,19.3
1939-10-22,,18.56,18.56
1939-10-23,,20.05,20.05
1939-10-24,,20.8,20.8
1939-10-25,,23.04,23.04
1939-10-26,,27.77,27.77
1939-10-27,,31.28,31.28
1939-10-28,,32.15,32.15
1939-10-29,,32.15,32.15
1939-10-30,,31.28,31.28
1939-10-31,,30.4,30.4
1939-11-01,,31.28,31.28
1939-11-02,,31.28,31.28
1939-11-03,,31.28,31.28
1939-11-04,,27.77,27.77
1939-11-05,,26.02,26.02
1939-11-06,,26.02,26.02
1939-11-07,,25.27,25.27
1939-11-08,,30.4,30.4
1939-11-09,,33.03,33.03
1939-11-10,,43.83,43.83
1939-11-11,,49.02,49.02
1939-11-12,,44.84,44.84
1939-11-13,,39.81,39.81
1939-11-14,,34.78,34.78
1939-11-15,,32.15,32.15
1939-11-16,,35.79,35.79
1939-11-17,,118.5,118.5
1939-11-18,,126.0,126.0
1939-11-19,,164.2,164.2
1939-11-20,,132.5,132.5
1939-11-21,,124.0,124.0
1939-11-22,,116.5,116.5
1939-11-23,,110.5,110.5
1939-11-24,,112.0,112.0
1939-11-25,,114.0,114.0
1939-11-26,,215.8,215.8
1939-11-27,,174.4,174.4
1939-11-28,,166.0,166.0
1939-11-29,,154.4,154.4
1939-11-30,,141.0,141.0
1939-12-01,,180.8,180.8
1939-12-02,,158.6,158.6
1939-12-03,,162.4,162.4
1939-12-04,,160.6,160.6
1939-12-05,,161.8,161.8
1939-12-06,,152.4,152.4
1939-12-07,,146.4,146.4
1939-12-08,,132.5,132.5
1939-12-09,,128.5,128.5
1939-12-10,,126.5,126.5
1939-12-11,,120.5,120.5
1939-12-12,,136.8,136.8
1939-12-13,,130.0,130.0
1939-12-14,,124.0,124.0
1939-12-15,,113.0,113.0
1939-12-16,,108.5,108.5
1939-12-17,,108.0,108.0
1939-12-18,,107.0,107.0
1939-12-19,,122.5,122.5
1939-12-20,,108.0,108.0
1939-12-21,,100.0,100.0
1939-12-22,,94.0,94.0
1939-12-23,,96.0,96.0
1939-12-24,,91.0,91.0
1939-12-25,,87.58,87.58
1939-12-26,,86.37,86.37
1939-12-27,,80.32,80.32
1939-12-28,,73.26,73.26
1939-12-29,,65.2,65.2
1939-12-30,,51.12,51.12
1939-12-31,,45.89,45.89
1940-01-01,,41.82,41.82
1940-01-02,,38.8,38.8
1940-01-03,,36.79,36.79
