,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
3022,22484322,PETRÓPOLIS - Mosela,CEMADEN,P,-43.219,-22.481,,2015-02-05
3023,24474959,Castro,Inmet,M,-49.99927,-24.78695,993.6,2006-07-09
3024,24325101,Marechal Cândido Rondon,Inmet,M,-54.01925,-24.5333,392.07,2006-11-18
3025,23304956,Joaquim Távora,Inmet,M,-49.94639,-23.50527,512.67,2006-11-23
3026,25335105,Inácio Martins,Inmet,M,-51.07795,-25.56788,1208.85,2006-10-16
3027,23235338,Icaraíma,Inmet,M,-53.63593,-23.39038,381.29,2006-11-15
3028,24115301,Goioerê,Inmet,M,-53.03059,-24.15846,452.34,2006-10-19
3029,29425531,Alegrete,Inmet,M,-55.52549,-29.70908,120.88,2006-09-29
3030,31205400,Bagé,Inmet,M,-54.01329,-31.3478,226.19,2007-01-04
3031,29595137,SÃO SEBASTIÃO DO CAÍ - Centro,CEMADEN,P,-51.37198,-29.58673,,2015-02-23
3032,27395218,Erechim,Inmet,M,-52.30581,-27.65771,777.08,2006-11-25
3033,7043563,ALAGOA GRANDE - Centro,CEMADEN,P,-35.631,-7.039,,2015-04-09
3034,7243942,CRATO - Crato,CEMADEN,H,-39.4167,-7.238,,2015-02-10
3035,28455003,São José dos Ausentes,Inmet,M,-50.05787,-28.74862,1228.59,2006-10-26
3036,3843853,FORTALEZA - Fortaleza,CEMADEN,H,-38.5329,-3.8382,,2015-02-10
3037,3793860,FORTALEZA - Granja Portugal,CEMADEN,P,-38.601,-3.789,,2015-02-19
3038,22514298,GUAPIMIRIM - Barrinha,CEMADEN,P,-42.983,-22.509,,2015-02-05
3039,28385600,São Borja,Inmet,M,-56.01629,-28.65009,81.08,2007-07-21
3040,30235627,Quaraí,Inmet,M,-56.43712,-30.36858,113.05,2007-10-17
3041,22484300,GUAPIMIRIM - Rod. Rio Teresópolis,CEMADEN,P,-42.996,-22.482,,2015-02-05
3042,22814359,NOVA IGUAÇU - Paraiso,CEMADEN,P,-43.593,-22.809,,2015-02-05
3043,22054265,SUMIDOURO - Estrada Municipal SU-36,CEMADEN,P,-42.654,-22.047,,2015-02-05
3044,22614318,MAGÉ - Beco do Saci,CEMADEN,P,-43.18,-22.608,,2015-02-05
3045,22284256,NOVA FRIBURGO - Granja Spinelli,CEMADEN,P,-42.56,-22.279,,2015-02-05
3046,22814304,SÃO GONÇALO - Mutuaguaçu,CEMADEN,P,-43.041,-22.807,,2015-02-05
3047,22374311,PETRÓPOLIS - Itaipava2,CEMADEN,P,-43.112,-22.369,,2015-02-05
3048,22854307,SÃO GONÇALO - Pita,CEMADEN,P,-43.07,-22.848,,2015-02-05
3049,21844258,CARMO - RJ 158 km10,CEMADEN,P,-42.579,-21.844,,2015-02-05
3050,22404310,PETRÓPOLIS - Vila Constância,CEMADEN,P,-43.097,-22.401,,2015-02-05
3051,22034321,COMENDADOR LEVY GASPARIAN - SAELEG,CEMADEN,P,-43.207,-22.031,,2015-02-05
3052,6094990,PARAUAPEBAS- Ponto de Captação SAAEP,CEMADEN,P,-49.90449,-6.09138,,2015-04-11
3053,22034263,SUMIDOURO - Estrada Municipal SU-12,CEMADEN,P,-42.627,-22.031,,2015-02-05
3054,22424317,PETRÓPOLIS - Araras 2,CEMADEN,P,-43.173,-22.419,,2015-02-05
3055,27845448,SANTA ROSA - Glória,CEMADEN,P,-54.479,-27.845,,2015-02-24
3056,22534316,PETRÓPOLIS - Morin,CEMADEN,P,-43.161,-22.527,,2015-02-05
3057,30205419,São Gabriel,Inmet,M,-54.31091,-30.34144,114.89,2007-07-11
3058,29195447,Santiago,Inmet,M,-54.88565,-29.1916,390.03,2009-02-04
3059,22404305,PETRÓPOLIS - Vale do Cuiabá,CEMADEN,P,-43.047,-22.402,,2015-02-05
3060,22054321,COMENDADOR LEVY GASPARIAN - Bairro Reta,CEMADEN,P,-43.207,-22.053,,2015-02-05
3061,22114319,TRÊS RIOS - Vila Isabel,CEMADEN,P,-43.192,-22.107,,2015-02-05
3062,22604312,MAGÉ - Rio dos Cavaleiros,CEMADEN,P,-43.118,-22.598,,2015-02-05
3063,22774306,SÃO GONÇALO - Itaoca,CEMADEN,P,-43.056,-22.77,,2015-02-05
3064,22294281,TERESÓPOLIS - Est. Teresópolis/Nova Friburgo,CEMADEN,P,-42.81,-22.288,,2015-02-05
3065,29074963,SOMBRIO - Nova Guarita,CEMADEN,P,-49.6267,-29.0692,,2015-03-06
3066,29144989,PRAIA GRANDE - Cachoeira de Fatima,CEMADEN,P,-49.89252,-29.14258,,2015-03-09
3067,22534298,GUAPIMIRIM - Centro,CEMADEN,P,-42.984,-22.528,,2015-02-05
3068,30505013,Tramandaí,Inmet,M,-50.13589,-30.01027,4.56,2008-03-09
3069,32335322,Jaguarão,Inmet,M,-53.37586,-32.53483,31.48,2007-01-09
3070,28485255,Soledade,Inmet,M,-52.54239,-28.85921,660.44,2008-03-01
3071,30485150,Camaquã,Inmet,M,-51.83424,-30.80795,92.3,2006-12-12
3072,28135224,Passo Fundo,Inmet,M,-52.40358,-28.22681,680.67,2006-11-27
3073,29105132,Bento Gonçalves,Inmet,M,-51.5342,-29.16458,623.27,2006-12-01
3074,27105133,Joaçaba,Inmet,M,-51.55896,-27.16927,767.63,2007-09-20
3075,23245034,Nova Fátima,Inmet,M,-50.57774,-23.41528,664.31,2007-02-08
3076,25415305,Dois Vizinhos,Inmet,M,-53.09527,-25.69906,545.95,2007-03-29
3077,28135130,Lagoa Vemelha,Inmet,M,-51.51285,-28.22238,833.83,2007-03-02
3078,28074928,Morro da Igreja (Bom Jardim da Serra),Inmet,M,-49.47961,-28.12699,1790.38,2007-06-18
3079,23605449,Foz do Iguaçu,Inmet,M,-54.48307,-25.60183,235.09,2008-06-15
3080,20414402,BELO VALE - Belo Vale,CEMADEN,H,-44.0221,-20.4086,,2015-02-10
3081,25294819,Ilha do Mel,Inmet,M,-48.32604,-25.49452,4.01,2007-03-23
3082,3704035,SOBRAL - Sobral,CEMADEN,H,-40.3488,-3.6952,,2015-02-10
3083,26285363,Dionísio Cerqueira,Inmet,M,-53.63311,-26.28656,807.54,2008-06-02
3084,22914312,NITERÓI - Praia João Caetano,CEMADEN,P,-43.121,-22.905,,2015-02-05
3085,22434296,TERESÓPOLIS - São Pedro ,CEMADEN,P,-42.962,-22.428,,2015-02-05
3086,22314254,NOVA FRIBURGO - Olaria,CEMADEN,P,-42.542,-22.308,,2015-02-05
3087,22924266,MARICÁ - Jacon,CEMADEN,P,-42.658,-22.924,,2015-02-05
3088,22864301,SÃO GONÇALO - Arsenal,CEMADEN,P,-43.005,-22.862,,2015-02-05
3089,22375289,Diamante do Norte,Inmet,M,-52.89016,-22.63937,368.22,2008-03-06
3090,22505213,Paranapoema,Inmet,M,-52.13453,-22.65827,308.7,2008-03-03
3091,25364907,Quatro Barras,Águas Paraná,P,-49.074,-25.36761,,2016-06-14
3092,26084864,Itapoá,Inmet,M,-48.64177,-26.0813,6.18,2007-06-06
3093,28255457,São Luiz Gonzaga,Inmet,M,-54.9624,-28.41711,245.5,2007-07-25
3094,28365340,Cruz Alta,Inmet,M,-53.6736,-28.60344,426.69,2007-05-31
3095,22984328,RIO DE JANEIRO - Est. Pedra Bonita,CEMADEN,P,-43.27744,-22.97786,,2015-02-05
3096,27245326,Frederico Westphalen,Inmet,M,-53.42942,-27.39569,489.42,2007-12-14
3097,22394313,PETRÓPOLIS - Itaipava,CEMADEN,P,-43.132,-22.388,,2015-02-05
3098,23435346,Planalto,Inmet,M,-53.74792,-25.72186,399.1,2007-11-07
3099,22264274,TERESÓPOLIS - Vieira,CEMADEN,P,-42.737,-22.262,,2015-02-05
3100,22204251,NOVA FRIBURGO - Rio Grandina,CEMADEN,P,-42.511,-22.197,,2015-02-05
3101,22964279,MARICÁ - Guaratiba,CEMADEN,P,-42.793,-22.957,,2015-02-05
3102,27915332,Palmeira das Missões,Inmet,M,-53.31805,-27.92038,614.11,2008-02-27
3103,22924336,RIO DE JANEIRO - Tanque Jacarepagua,CEMADEN,P,-43.361,-22.918,,2015-02-05
3104,22714290,ITABORAÍ - Visconde de Itaboraí,CEMADEN,P,-42.899,-22.712,,2015-02-05
3105,22204240,BOM JARDIM - São José do Ribeirão,CEMADEN,P,-42.396,-22.205,,2015-02-05
3106,22274296,TERESÓPOLIS - Est.RioBahia,CEMADEN,P,-42.958,-22.273,,2015-02-05
3107,22654240,SILVA JARDIM - Reginópolis,CEMADEN,P,-42.399,-22.646,,2015-02-05
3108,26664999,SANTA TEREZINHA- Rio da Anta,CEMADEN,P,-49.99276,-26.65671,,2015-03-05
3109,22974301,MARICÁ - Itaipuaçu2,CEMADEN,P,-43.01,-22.966,,2015-02-05
3110,22914318,RIO DE JANEIRO - Gl¢ria,CEMADEN,P,-43.176,-22.915,,2015-02-05
3111,22754370,SEROPÉDICA - Centro,CEMADEN,P,-43.7,-22.748,,2015-02-05
3112,22734331,DUQUE DE CAXIAS - São Bento,CEMADEN,P,-43.312,-22.726,,2015-02-05
3113,22834304,SÃO GONÇALO - Rocha,CEMADEN,P,-43.036,-22.834,,2015-02-05
3114,28494877,LAGUNA - Mar Grosso,CEMADEN,P,-48.77085,-28.49195,,2015-03-04
3115,22754285,ITABORAÍ - Nova Cidade,CEMADEN,P,-42.847,-22.755,,2015-02-05
3116,26445242,Xanxerê,Inmet,M,-52.39809,-26.93867,878.74,2008-03-15
3117,26445084,Caçador,Inmet,M,-50.98552,-26.81916,944.26,2008-03-19
3118,27285061,Curitibanos,Inmet,M,-50.60428,-27.28862,978.1,2008-02-29
3119,26445015,Rio do Campo,Inmet,M,-50.14545,-26.93753,591.67,2008-03-11
3120,26434959,Rio Negrinho,Inmet,M,-49.58062,-26.24841,856.89,2008-03-22
3121,27414966,Ituporanga,Inmet,M,-49.64687,-27.41841,479.79,2008-03-05
3122,26395036,Major Vieira,Inmet,M,-50.36321,-26.39366,799.58,2009-02-10
3123,28604881,Santa Marta (Farol),Inmet,M,-48.81331,-28.60441,34.36,2008-06-02
3124,28934949,Araranguá,Inmet,M,-49.49792,-28.93135,2.0,2008-09-28
3125,26954876,Itajaí,Inmet,M,-48.76203,-26.95092,9.76,2010-06-24
3126,23385294,Cidade Gaúcha,Inmet,M,-52.93191,-23.35916,365.79,2008-03-11
3127,27674904,Rancho Queimado,Inmet,M,-49.04203,-27.67851,881.0,2016-06-01
3128,5753527,NATAL - N. S. da Apresentação,CEMADEN,P,-35.268,-5.751,,2015-02-06
3129,6104937,ELDORADO DOS CARAJÁS- Prefeitura Municipal,CEMADEN,P,-49.37185,-6.10317,,2015-04-09
3130,29935114,CANOAS - Estância Velha,CEMADEN,P,-51.1358,-29.92687,,2015-02-05
3131,24825020,Ventania,Inmet,M,-50.21015,-24.28039,1093.41,2011-04-13
3132,22254370,VALENÇA - Centro,CEMADEN,P,-43.7001,-22.2474,,2016-01-19
3133,23444706,ARAÇARIGUAMA - 50º BPMI 2ª Cia 2º Pelotão,CEMADEN,P,-47.0637,-23.4381,,2015-03-12
3134,20044422,BETIM - Betim,CEMADEN,H,-44.2047,-19.9666,,2015-02-10
3135,5843528,NATAL - Guarapés I,CEMADEN,P,-35.276,-5.842,,2015-02-06
3136,5193734,MOSSORÓ - Rua Nilo Peçanha,CEMADEN,P,-37.34,-5.187,,2015-02-06
3137,5793521,NATAL - Cidade Alta,CEMADEN,P,-35.212,-5.789,,2015-02-06
3138,22274261,NOVA FRIBURGO - Campo do Coelho,CEMADEN,P,-42.614,-22.269,,2015-02-12
3139,22994422,ANGRA DOS REIS - Monsuaba2,CEMADEN,P,-44.218,-22.987,,2015-02-15
3140,5173736,MOSSORÓ - Rua Desembargador José Vieira,CEMADEN,P,-37.357,-5.165,,2015-02-06
3141,6353538,VÁRZEA - Varzea,CEMADEN,P,-35.376,-6.347,,2015-02-06
3142,5263672,PENDÊNCIAS - Av. Francisco Rodrigues,CEMADEN,P,-36.719,-5.256,,2015-02-06
3143,5513686,IPANGUAÇU - Av. Luiz Gonzaga,CEMADEN,P,-36.859,-5.508,,2015-02-06
3144,5573691,AÇU - Rua Vereador José B. de Sá,CEMADEN,P,-36.913,-5.569,,2015-02-06
3145,5303676,ALTO DO RODRIGUES - Rua Ouro Negro,CEMADEN,P,-36.761,-5.297,,2015-02-06
3146,5153736,MOSSORÓ - Rua Henrique Maciel,CEMADEN,P,-37.358,-5.151,,2015-02-06
3147,22444295,TERESÓPOLIS - Jardim Meudon,CEMADEN,P,-42.952,-22.437,,2015-02-05
3148,23314686,CAJAMAR- São Benedito,CEMADEN,P,-46.86301,-23.31435,,2015-02-20
3149,22404297,TERESÓPOLIS - Quinta da Barra,CEMADEN,P,-42.973,-22.398,,2015-02-05
3150,5743524,NATAL - Pajuçara,CEMADEN,P,-35.238,-5.736,,2015-02-06
3151,5863521,NATAL - Neópolis,CEMADEN,P,-35.208,-5.861,,2015-02-06
3152,29495136,BOM PRINCÍPIO - Centro,CEMADEN,P,-51.356,-29.489,,2015-02-05
3153,29905120,CANOAS - Mathias Velho,CEMADEN,P,-51.199,-29.897,,2015-02-05
3154,5203737,MOSSORÓ - Rua Candido Barros,CEMADEN,P,-37.369,-5.197,,2015-02-06
3155,6383513,CANGUARETAMA - Rua São José,CEMADEN,P,-35.129,-6.382,,2015-02-06
3156,5183733,MOSSORÓ - Marechal Floriano,CEMADEN,P,-37.331,-5.178,,2015-02-06
3157,5823526,NATAL - Guarapés II,CEMADEN,P,-35.258,-5.823,,2015-02-06
3158,19764039,JOÃO NEIVA - João Neiva,CEMADEN,P,-40.386,-19.757,,2015-02-06
3159,20064020,SERRA - Nova Almeida,CEMADEN,P,-40.201,-20.056,,2015-02-06
3160,18764088,BARRA DE SÃO FRANCISCO - Centro2,CEMADEN,P,-40.885,-18.759,,2015-02-06
3161,20174026,SERRA - Barcelona,CEMADEN,P,-40.258,-20.171,,2015-02-06
3162,24634884,ITAÓCA - ,CEMADEN,P,-48.8409,-24.6385,,2014-12-02
3163,26565253,SÃO DOMINGOS - Centro,CEMADEN,P,-52.53216,-26.55964,,2015-03-01
3164,23144682,JUNDIAÍ - Roseira,CEMADEN,P,-46.818,-23.143,,2015-02-12
3165,23765018,Japira,Inmet,M,-50.18057,-23.77334,692.88,2008-02-29
3166,25424883,Morretes,Inmet,M,-48.80868,-25.50894,50.31,2008-03-13
3167,24704800,JACUPIRANGA - Vila Elias,CEMADEN,P,-48.003,-24.699,,2015-02-05
3168,22904319,RIO DE JANEIRO - Saúde Mirandópolis,CEMADEN,P,-43.18943,-22.89677,,2015-02-05
3169,22234310,AREAL - Centro,CEMADEN,P,-43.102,-22.239,,2014-08-06
3170,24734811,CAJATI - Centro,CEMADEN,P,-48.114,-24.725,,2015-07-03
3171,23994627,GUARUJÁ - Jardim Helena Maria,CEMADEN,P,-46.276,-23.994,,2014-09-30
3172,23864615,GUARUJÁ - Pereque3,CEMADEN,P,-46.146,-23.864,,2015-02-05
3173,22344298,TERESÓPOLIS - Fazenda Alpina,CEMADEN,P,-42.98,-22.338,,2015-02-05
3174,22424298,TERESÓPOLIS - Panorama,CEMADEN,P,-42.981,-22.418,,2015-02-05
3175,7873492,IGARASSU - Cruz de Rebouças,CEMADEN,P,-34.916,-7.874,,2015-02-12
3176,23824541,SÃO SEBASTIÃO - Praia Grande,CEMADEN,P,-45.415,-23.823,,2015-04-10
3177,5334910,MARABÁ- EEEFM Rio Tocantins,CEMADEN,P,-49.10432,-5.32838,,2015-04-10
3178,21154784,RIBEIRÃO PRETO - Subsetor Oeste,CEMADEN,P,-47.839,-21.152,,2014-12-02
3179,18354159,PESCADOR - Centro,CEMADEN,P,-41.59748,-18.35456,,2018-06-27
3180,3753860,CAUCAIA - Conjunto São Miguel,CEMADEN,P,-38.603,-3.749,,2015-04-20
3181,9583577,MACEIÓ - Tabuleiro do Martins2,CEMADEN,P,-35.768,-9.581,,2015-04-20
3182,22854337,RIO DE JANEIRO- Guadalupe,CEMADEN,P,-43.372,-22.848,,2015-04-16
3183,21785079,PARAPUÃ- Rua Sergipe,CEMADEN,P,-50.794,-21.781,,2014-12-01
3184,22204993,MARÍLIA - Aeroporto,CEMADEN,P,-49.929,-22.196,,2015-02-24
3185,22964700,VALINHOS - E.E. Cyro de Barros Rezende,CEMADEN,P,-47.003,-22.964,,2015-03-02
3186,23584692,COTIA - Parque Miguel Mirizola,CEMADEN,P,-46.9176,-23.5801,,2015-03-03
3187,22704699,JAGUARIÚNA - Delegacia de Policia,CEMADEN,P,-46.98556,-22.7036,,2015-03-30
3188,19794214,CARATINGA - Caratinga,CEMADEN,H,-42.14,-19.7884,,2015-02-10
3189,23074892,AVARÉ - ,CEMADEN,P,-48.9257,-23.0779,,2014-12-01
3190,22804722,SUMARÉ - ,CEMADEN,P,-47.2236,-22.8086,,2014-12-01
3191,22834719,SUMARÉ - ,CEMADEN,P,-47.19,-22.8364,,2014-12-01
3192,22794727,SUMARÉ - ,CEMADEN,P,-47.2792,-22.7953,,2014-12-01
3193,21784815,ARARAQUARA - ,CEMADEN,P,-48.1551,-21.7821,,2014-12-01
3194,5354910,MARABÁ- EMEF Silvino Santis,CEMADEN,P,-49.10297,-5.35395,,2015-04-10
3195,6404856,SÃO GERALDO DO ARAGUAIA- EMEF ZILDÁLIA,CEMADEN,P,-48.5608,-6.39563,,2015-04-08
3196,5264820,SÃO SEBASTIÃO DO TOCANTINS- Portal da Alvorada,CEMADEN,P,-48.20147,-5.25903,,2015-04-09
3197,22744273,TANGUÁ - Centro,CEMADEN,P,-42.733,-22.736,,2015-02-05
3198,23634680,TABOÃO DA SERRA - Jardim São Judas,CEMADEN,P,-46.8045,-23.6263,,2015-02-05
3199,23624646,SÃO PAULO - Jardim Rodolfo Pirani,CEMADEN,P,-46.45688,-23.62036,,2015-02-05
3200,22814296,SÃO GONÇALO - Vista Alegre,CEMADEN,P,-42.964,-22.808,,2015-02-05
3201,30155114,PORTO ALEGRE - Restinga,CEMADEN,P,-51.138,-30.151,,2015-02-05
3202,29895100,GRAVATAÍ - Parque Itacolomi,CEMADEN,P,-50.998,-29.886,,2015-02-05
3203,29735381,SANTA MARIA - Lorenzi,CEMADEN,P,-53.807,-29.727,,2015-02-05
3204,29475347,NOVA PALMA - Centro,CEMADEN,P,-53.465,-29.47,,2015-02-05
3205,16093961,ITAGIMIRIM - Norberto Fernandes,CEMADEN,P,-39.61386,-16.09475,,2015-03-30
3206,23464744,SOROCABA - Retiro São João,CEMADEN,P,-47.4428,-23.4553,,2014-10-01
3207,23524742,SOROCABA - Brigadeiro Tobias,CEMADEN,P,-47.4164,-23.5175,,2014-10-01
3208,12903846,SALVADOR - Pirajá,CEMADEN,P,-38.45887,-12.8987,,2015-02-05
3209,18394083,ECOPORANGA - Avenida São Francisco,CEMADEN,P,-40.825,-18.394,,2015-02-06
3210,9833590,BARRA DE SÃO MIGUEL - Alto da Barra,CEMADEN,P,-35.903,-9.829,,2015-02-05
3211,22714317,MAGÉ - Maua,CEMADEN,P,-43.166,-22.709,,2015-02-05
3212,22344256,NOVA FRIBURGO - Caledônia,CEMADEN,P,-42.564,-22.335,,2015-02-05
3213,7963488,PAULISTA - Vila Torres Galvão,CEMADEN,P,-34.876,-7.958,,2015-02-05
3214,14874083,VITÓRIA DA CONQUISTA - Lomantão,CEMADEN,P,-40.827,-14.87,,2015-02-05
3215,8263588,CARUARU - Gonçalves Ferreira,CEMADEN,P,-35.884,-8.258,,2015-02-05
3216,22384759,RIO CLARO - Jardim Santa Maria,CEMADEN,P,-47.588,-22.378,,2015-02-05
3217,8593539,GAMELEIRA - Centro,CEMADEN,P,-35.386,-8.587,,2015-02-05
3218,3363983,AMONTADA - Amontada,CEMADEN,H,-39.8339,-3.3655,,2014-11-29
3219,12673854,CANDEIAS - Malemba,CEMADEN,P,-38.543,-12.677,,2014-08-06
3220,22934325,RIO DE JANEIRO- Andaraí,CEMADEN,P,-43.25,-22.93,,2015-08-04
3221,26445135,General Carneiro,Inmet,M,-51.35367,-26.39847,1009.01,2008-04-10
3222,25134848,Antonina,Simepar,M,-48.75248,-25.24341,60.0,1999-01-01
3223,20794941, SÃO JOSÉ DO RIO PRETO - um,CEMADEN,P,-49.4104,-20.795,,2014-12-02
3224,25494990,Praça de Porto Amazonas,Caminhos do Paraná,P,-49.90362,-25.49067,935.0,2013-04-01
3225,25445068,Praça de Irati,Caminhos do Paraná,P,-50.68119,-25.4444,966.0,2013-03-01
3226,25155054,Praça de Imbituva,Caminhos do Paraná,P,-50.54213,-25.15736,925.0,2013-03-25
3227,20784936, SÃO JOSÉ DO RIO PRETO - três,CEMADEN,P,-49.3604,-20.7858,,2014-12-02
3228,25325329,Reservatório Salto Caxias,Simepar,H,-53.4833,-25.5333,440.0,2009-03-13
3229,15075857,UHE Guaporé Barramento,Ta,H,-58.96286,-15.12409,433.0,2003-02-20
3230,2224531,TURILÂNDIA - Centro,CEMADEN,P,-45.3088,-2.22374,,2015-08-17
3231,5364854,ESPERANTINA - ,CEMADEN,P,-48.53858,-5.36208,,2015-04-09
3232,22344717,CONCHAL - Centro,CEMADEN,P,-47.17383,-22.3366,,2015-09-07
3233,2894190,ARAIOSES - BibliotecaMunicipalHumertodeCampos,CEMADEN,P,-41.90393,-2.89129,,2015-08-17
3234,16105771,CÁCERES - Escola Municipal Prof. Eduardo Benivides Lindote,CEMADEN,P,-57.70939,-16.09949,,2015-08-17
3235,3674585,ALTO ALEGRE DO PINDARÉ - Torre de televisão,CEMADEN,P,-45.84769,-3.66732,,2015-08-17
3236,3504256,SANTA QUITÉRIA DO MARANHÃO - Centro,CEMADEN,P,-42.5629,-3.50144,,2015-08-17
3237,2604424,SÃO LUÍS - Destacamento de Controle do Espaço Aéreo São Luís,CEMADEN,P,-44.23703,-2.59815,,2015-08-17
3238,23394672,CAIEIRAS - Vila Angelica,CEMADEN,P,-46.715,-23.395,,2015-03-25
3239,23754666,SÃO PAULO - Residencial Cocaia,CEMADEN,P,-46.66,-23.745,,2015-08-26
3240,9593769,POÇO REDONDO - Centro,CEMADEN,P,-37.68536,-9.59,,2015-09-09
3241,23444628,ITAQUAQUECETUBA - EE Roque Barbosa de Miranda,CEMADEN,P,-46.2783,-23.4372,,2015-09-09
3242,22204268,SUMIDOURO - Bentos,CEMADEN,P,-42.681,-22.196,,2015-04-02
3243,22374758,RIO CLARO - ,CEMADEN,P,-47.5883,-22.3789,,2014-12-01
3244,22904734,MONTE MOR - ,CEMADEN,P,-47.3436,-22.9053,,2014-12-01
3245,23454658,SÃO PAULO - Jardim Guapira,CEMADEN,P,-46.584,-23.457,,2014-12-01
3246,22424755,RIO CLARO - ,CEMADEN,P,-47.5522,-22.4294,,2014-12-01
3247,22194992,MARÍLIA - ,CEMADEN,P,-49.9294,-22.1967,,2014-12-01
3248,22394755,RIO CLARO - ,CEMADEN,P,-47.5558,-22.3933,,2014-12-01
3249,24504884,APIAÍ - ,CEMADEN,P,-48.8487,-24.5082,,2014-12-02
3250,22944655,BRAGANÇA PAULISTA - ,CEMADEN,P,-46.5599,-22.9472,,2014-12-02
3251,24494884,APIAÍ - ,CEMADEN,P,-48.8454,-24.492,,2014-12-02
3252,22924653,BRAGANÇA PAULISTA - ,CEMADEN,P,-46.5347,-22.9226,,2014-12-02
3253,22534739,LIMEIRA - ,CEMADEN,P,-47.3947,-22.5367,,2014-12-02
3254,22314851,JAÚ - ,CEMADEN,P,-48.5127,-22.3183,,2014-12-02
3255,22234921,BAURU - ,CEMADEN,P,-49.2183,-22.2368,,2014-12-02
3256,22574740,LIMEIRA - ,CEMADEN,P,-47.4089,-22.5725,,2014-12-02
3257,23624677,TABOÃO DA SERRA - ,CEMADEN,P,-46.7782,-23.6212,,2014-12-02
3258,23504645,SÃO PAULO - São Miguel Paulista,CEMADEN,P,-46.451,-23.5,,2014-12-02
3259,20844938,SÃO JOSÉ DO RIO PRETO - ,CEMADEN,P,-49.3865,-20.8441,,2014-12-02
3260,22294907,BAURU - ,CEMADEN,P,-49.0723,-22.2962,,2014-12-02
3261,23584681,COTIA - ,CEMADEN,P,-46.8176,-23.5856,,2014-12-02
3262,23214654,ATIBAIA - ,CEMADEN,P,-46.5478,-23.2184,,2014-12-02
3263,25525023,São Mateus do Sul,Simepar,H,-50.38755,-25.87702,0.0,1997-06-01
3264,4834334,CAXIAS - CEI Profa Benedita Pereira da Silva,CEMADEN,P,-43.33886,-4.83435,,2015-08-17
3265,2924174,PARNAÍBA - EM Profa Albertina Furtado Castelo Branco,CEMADEN,P,-41.73768,-2.91737,,2015-05-26
