idGrade,23365141_simepar,24925344_simepar,25005346_simepar,25095359_simepar,25105287_simepar,25115408_simepar,25215130_simepar,25254905_simepar,25264913_simepar,25264916_simepar,25264930_simepar,25275035_simepar,25275357_simepar,25284923_simepar,25314930_simepar,25314931_simepar,25315021_simepar,25315119_simepar,25315254_simepar,25315329_simepar,25324915_simepar,25324916_simepar,25324927_simepar,25334953_simepar,25335105_simepar,25335129_simepar,25344925_simepar,25344928_simepar,25345306_simepar,25345422_simepar,25345435_simepar,25345816_simepar,25354926_simepar,25355424_simepar,25364907_simepar,25364911_simepar,25364919_simepar,25365143_simepar,25365239_simepar,25374931_simepar,25375212_simepar,25375427_simepar,25384920_simepar,25384924_simepar,25384930_simepar,25384933_simepar,25385149_simepar,25385157_simepar,25385201_simepar,25395143_simepar,25404918_simepar,25404919_simepar,25405149_simepar,25405259_simepar,25414930_simepar,25414936_simepar,25424934_simepar,25424938_simepar,25425241_simepar,25435059_simepar,25435458_simepar,25444916_simepar,25444920_simepar,25444935_simepar,25444946_simepar,25444947_simepar,25445068_simepar,25445144_simepar,25454904_simepar,25454910_simepar,25454912_simepar,25464915_simepar,25464919_simepar,25464957_simepar,25465053_simepar,25465256_simepar,25474932_simepar,25474946_simepar,25474953_simepar,25475066_simepar,25475206_simepar,25475458_simepar,25484904_simepar,25484918_simepar,25485116_simepar,25485173_simepar,25485254_simepar,25485361_simepar,25494905_simepar,25494990_simepar,25495200_simepar,25495221_simepar,25504918_simepar,25505222_simepar,25505367_simepar,25514914_simepar,25525023_simepar,25525251_simepar,25534954_simepar,25535454_simepar,25544907_simepar,25544909_simepar,25544938_simepar,25544941_simepar,25554916_simepar,25554920_simepar,25555031_simepar,25564928_simepar,25575457_simepar,25584916_simepar,25584963_simepar,25594916_simepar,25594922_simepar,25594926_simepar,25594939_simepar,25604939_simepar,25604951_simepar,25614917_simepar,25644907_simepar,25654931_simepar,25664910_simepar,25684954_simepar,25695262_simepar,25724970_simepar,25725375_simepar,25755210_simepar,25755305_simepar,25784977_simepar,25815290_simepar,25825217_simepar,25885042_simepar,25984968_simepar,25985256_simepar,26005139_simepar,26015237_simepar,26025035_simepar,26025109_simepar,26045306_simepar,26055019_simepar,26055155_simepar,26055305_simepar,26064948_simepar,26065150_simepar,26075241_simepar,26075306_simepar,26075307_simepar,26085306_simepar,26085307_simepar,26094978_simepar,26094980_simepar,26105047_simepar,26105114_simepar,26114981_simepar,26124978_simepar,26125265_simepar,26134980_simepar,26145103_simepar,26145104_simepar,26155302_simepar,26175039_simepar,26205269_simepar,26234941_simepar,26234950_simepar,26235107_simepar,26235108_simepar,26235267_simepar,26235271_simepar,26255110_simepar,26265364_simepar,26275268_simepar,26285158_simepar,26285363_simepar,26304991_simepar,26355045_simepar,26395036_simepar,26405309_simepar,26434959_simepar,26435132_simepar,26445084_simepar,26445135_simepar,26445235_simepar,26445269_simepar,26455024_simepar,26455269_simepar,26475197_simepar,26575233_simepar,26585152_simepar,26785101_simepar,2551015_ana,2551063_ana,2551069_ana,2552009_ana,2552030_ana,2552055_ana,65136550_ana,65140000_ana,65141000_ana,65258000_ana,65259000_ana,65270000_ana,65271000_ana,65293000_ana,65815040_ana,65815050_ana,65815060_ana,65824991_ana,65831000_ana,65831020_ana,65831900_ana,65832000_ana,65875500_ana,65883051_ana,65889700_ana,65894991_ana,65945200_ana,65945400_ana,65945500_ana,65945600_ana,65954200_ana,65954250_ana,65954300_ana,65954400_ana,65954900_ana,65954950_ana,65975300_ana,65980500_ana,65981500_ana,65983100_ana,65984000_ana,65987000_ana,65992500_ana,65992502_ana
275,87.76,239.41,235.84,238.98,185.83,280.85,114.79,280.51,268.65,268.70,271.56,153.43,225.71,276.25,269.18,268.18,192.15,130.66,147.39,204.27,281.17,280.76,271.65,204.72,111.48,97.30,272.20,269.08,168.63,278.30,226.56,181.03,270.84,280.15,286.68,284.01,276.46,119.18,133.92,265.23,121.98,281.31,274.68,270.55,265.97,262.53,114.74,87.48,117.97,114.37,275.49,274.30,112.97,141.97,263.85,258.42,259.94,255.29,129.47,153.39,307.58,274.98,272.03,258.36,248.60,246.86,147.21,109.21,285.24,280.55,278.64,275.86,272.08,237.04,156.35,141.46,259.06,205.59,240.84,146.59,79.59,306.51,284.49,271.58,81.02,101.49,137.40,216.25,269.20,206.12,83.13,113.64,270.97,112.27,221.13,273.39,143.34,126.83,235.85,299.88,279.29,277.90,250.60,247.76,271.37,267.55,129.77,259.13,301.21,247.11,225.59,268.82,262.89,259.62,247.80,246.60,235.93,267.90,275.56,253.23,272.10,229.96,120.85,212.76,218.01,82.12,153.30,205.52,136.25,49.15,140.51,206.51,97.99,43.89,101.37,118.25,69.26,141.26,140.84,42.73,141.37,192.01,41.98,99.75,140.77,141.87,140.52,141.62,194.57,192.62,81.04,53.28,191.53,194.40,99.78,192.29,65.80,64.64,134.70,132.49,101.41,229.04,220.50,65.61,64.05,98.85,102.64,62.05,193.69,99.07,28.53,193.04,179.03,96.72,133.15,137.98,211.89,38.27,84.96,34.49,64.64,98.54,145.71,98.73,28.35,64.95,27.09,80.45,116.82,130.91,82.18,133.51,102.08,80.89,225.35,69.44,66.57,104.64,99.07,91.46,88.65,71.28,96.84,96.55,99.96,86.50,61.37,61.95,65.60,65.51,104.84,126.88,151.47,162.66,117.43,117.21,117.15,117.44,128.43,128.99,129.87,127.58,129.39,128.64,210.37,203.34,203.33,220.91,221.99,241.67,285.16,284.03
276,87.79,246.79,243.44,246.99,192.28,289.98,113.42,271.37,259.49,259.53,262.75,146.32,234.08,267.34,260.28,259.29,200.83,127.14,153.30,213.10,272.16,271.74,262.72,195.91,106.23,95.62,263.21,260.12,177.09,287.40,235.81,189.74,261.84,289.27,277.54,274.91,267.41,117.35,139.36,256.24,125.83,290.48,265.60,261.50,256.96,253.54,113.37,90.98,121.12,112.49,266.37,265.19,111.57,148.44,254.79,249.40,250.90,246.27,135.23,146.35,316.98,265.79,262.87,249.29,239.61,237.88,140.48,107.34,275.97,271.31,269.41,266.63,262.87,228.10,149.03,150.23,249.92,196.21,231.86,139.67,85.26,315.94,275.17,262.33,75.66,102.35,146.24,225.11,259.52,197.46,87.26,118.53,261.70,117.32,230.11,264.08,134.28,133.47,226.75,309.37,269.91,268.54,241.38,238.55,262.03,258.22,120.75,249.84,310.74,237.54,216.47,259.43,253.53,250.26,238.50,237.30,226.70,258.49,266.07,243.82,262.59,220.62,128.59,203.44,227.41,87.52,162.17,196.14,145.12,55.46,131.47,196.80,106.87,44.28,110.56,108.98,61.52,150.86,131.20,48.47,151.00,182.19,38.48,109.28,150.43,151.52,150.20,151.30,184.76,182.82,71.20,44.83,181.70,184.57,109.31,182.45,56.33,55.20,144.49,122.71,111.15,219.11,210.57,56.13,54.57,108.65,112.46,52.51,203.63,108.94,38.22,202.98,169.09,87.01,123.19,147.94,201.96,28.35,76.84,24.53,74.59,108.49,135.77,108.68,38.04,74.55,21.83,72.15,115.49,133.02,82.33,139.26,110.31,86.42,215.75,77.09,73.92,94.97,89.38,81.58,78.72,61.36,98.54,98.28,101.31,89.92,69.41,69.88,72.95,72.73,112.56,134.27,158.51,170.81,126.76,126.48,126.43,126.70,138.06,138.64,139.51,137.14,138.91,138.14,218.99,212.74,212.74,229.88,231.15,250.93,294.77,293.64
277,88.96,254.35,251.21,255.14,199.02,299.17,112.92,262.30,250.39,250.44,254.03,139.56,242.58,258.51,251.47,250.48,209.62,124.33,159.62,222.03,263.21,262.80,253.87,187.22,101.69,94.98,254.30,251.23,185.69,296.56,245.13,198.57,252.92,298.45,268.47,265.88,258.42,116.35,145.28,247.33,130.33,299.70,256.58,252.53,248.02,244.63,112.87,95.40,124.98,111.47,257.32,256.15,111.05,155.30,245.80,240.46,241.93,237.33,141.46,139.67,326.41,256.66,253.76,240.31,230.70,228.98,134.15,106.37,266.76,262.13,260.24,257.47,253.72,219.25,142.05,159.14,240.85,186.89,222.95,133.14,91.68,325.40,265.90,253.14,71.30,104.17,155.21,234.06,249.87,188.95,92.30,124.03,252.49,122.97,239.18,254.82,125.35,140.50,217.74,318.88,260.58,259.23,232.23,229.41,252.74,248.95,111.90,240.61,320.31,228.00,207.43,250.09,244.21,240.94,229.27,228.07,217.55,249.12,256.61,234.45,253.11,211.34,136.62,194.18,236.86,93.67,171.17,186.82,154.12,62.72,122.58,187.13,115.92,46.85,119.87,99.85,54.51,160.52,121.61,55.43,160.68,172.38,37.38,118.88,160.13,161.22,159.91,161.01,174.98,173.03,61.39,37.16,171.89,174.75,118.91,172.62,47.08,45.98,154.29,112.97,120.93,209.18,200.64,46.84,45.30,118.47,122.30,43.17,213.56,118.82,48.02,212.93,159.15,77.37,113.23,157.90,192.03,18.49,69.20,14.58,84.55,118.44,125.82,118.62,47.85,84.23,20.44,64.31,115.02,135.83,83.68,145.48,118.81,92.70,206.19,85.23,81.82,85.38,79.76,71.72,68.81,51.44,101.20,100.98,103.62,94.28,77.90,78.27,80.87,80.55,120.62,141.98,165.85,179.15,136.18,135.86,135.80,136.07,147.73,148.33,149.20,146.76,148.49,147.71,227.72,222.19,222.19,238.93,240.38,260.25,304.40,303.26
278,84.00,210.35,206.33,208.67,159.16,249.02,113.72,304.49,292.79,292.83,293.98,170.11,194.78,299.14,292.02,291.01,160.82,135.81,122.58,172.73,304.56,304.13,294.64,227.51,123.00,98.23,295.47,292.26,137.66,246.50,194.69,149.66,294.17,248.34,310.64,307.79,300.05,119.35,110.71,288.53,103.93,249.46,298.42,294.11,289.38,285.84,113.66,72.44,102.30,114.95,299.40,298.18,112.10,115.67,287.51,281.87,283.50,278.79,105.40,169.80,275.69,299.25,296.18,282.04,271.99,270.21,162.67,110.05,309.86,305.04,303.08,300.31,296.44,260.23,173.71,110.05,283.12,231.11,264.24,162.72,57.82,274.62,309.40,296.13,94.56,94.03,105.92,184.67,296.26,228.19,66.31,92.65,295.66,90.83,189.43,298.27,167.76,100.32,259.79,268.02,304.54,303.04,275.07,272.18,296.45,292.54,154.13,283.95,269.37,273.53,249.69,294.13,288.11,284.83,272.67,271.50,260.51,293.37,301.47,278.71,298.09,255.15,91.57,237.91,186.12,61.11,121.75,231.04,104.74,29.27,164.83,233.91,66.54,46.55,69.56,143.86,90.79,109.49,168.15,27.36,109.64,220.31,55.65,67.90,109.08,110.17,108.87,109.96,222.69,220.75,110.13,77.90,219.86,222.79,67.94,220.73,93.25,92.03,103.34,160.69,69.94,258.38,249.81,93.14,91.61,67.58,71.47,89.90,163.31,68.19,18.85,162.81,208.68,128.38,163.43,108.70,241.29,69.52,116.25,65.33,37.11,70.32,176.37,70.76,18.75,43.84,57.20,111.91,115.51,118.02,78.60,109.36,71.85,59.51,252.01,41.63,39.99,136.35,130.75,122.70,119.65,102.32,87.00,86.61,91.01,71.79,32.74,33.67,39.09,39.46,75.80,98.38,123.61,132.24,85.55,85.34,85.28,85.58,96.69,97.29,98.15,95.76,97.54,96.78,179.09,171.45,171.44,189.22,190.16,209.80,253.39,252.26
279,80.39,217.33,213.57,216.41,164.84,258.13,109.63,295.07,283.34,283.39,284.81,161.87,202.96,289.89,282.78,281.76,169.33,130.13,127.29,181.45,295.23,294.80,285.37,218.24,115.69,93.41,286.16,282.96,145.86,255.56,203.92,158.21,284.85,257.43,301.23,298.40,290.69,114.94,114.64,279.21,105.62,258.61,289.04,284.75,280.05,276.52,109.56,72.61,103.04,110.39,289.99,288.77,107.93,121.09,278.13,272.52,274.14,269.44,109.70,161.62,285.09,289.79,286.73,272.66,262.65,260.87,154.66,105.37,300.35,295.54,293.59,290.82,286.96,250.91,165.34,118.63,273.68,221.45,254.89,154.58,60.67,284.06,299.85,286.62,86.62,91.75,114.58,193.43,286.45,219.03,67.10,95.49,286.13,93.86,198.35,288.72,158.19,105.80,250.36,277.52,294.93,293.45,265.56,262.69,286.87,282.97,144.56,274.40,278.93,263.77,240.23,284.52,278.51,275.23,263.11,261.93,250.98,283.74,291.78,269.07,288.39,245.54,98.58,228.30,195.53,63.65,130.48,221.38,113.44,30.32,155.28,224.05,75.17,40.05,78.68,134.13,81.44,119.16,158.28,25.99,119.34,210.38,47.08,77.50,118.81,119.90,118.62,119.71,212.77,210.84,100.17,68.13,209.93,212.86,77.54,210.79,83.32,82.10,113.20,150.75,79.80,248.41,239.84,83.21,81.68,77.49,81.40,79.95,173.28,78.15,20.18,172.78,198.71,118.75,153.49,118.62,231.33,59.80,107.73,55.53,46.57,80.07,166.46,80.47,20.02,51.65,49.19,103.25,111.51,117.83,74.85,113.71,79.46,62.20,242.23,47.52,45.11,126.75,121.13,112.91,109.81,92.50,85.45,85.08,89.19,71.82,39.07,39.77,44.15,44.25,82.63,104.94,129.85,140.03,94.87,94.59,94.53,94.81,106.39,107.01,107.87,105.39,107.11,106.33,187.55,180.86,180.86,198.12,199.29,219.04,263.03,261.89
280,77.91,224.55,221.03,224.34,170.91,267.29,106.32,285.69,273.93,273.98,275.69,153.84,211.30,280.69,273.58,272.57,178.01,125.00,132.59,190.30,285.95,285.52,276.16,209.03,108.81,89.46,276.89,273.71,154.28,264.70,213.23,166.92,275.57,266.58,291.85,289.06,281.37,111.25,119.28,269.94,108.21,267.82,279.69,275.44,270.75,267.24,106.26,74.14,104.73,106.57,280.62,279.41,104.56,127.06,268.80,263.22,264.82,260.13,114.72,153.65,294.53,280.36,277.32,263.32,253.36,251.59,146.90,101.47,290.87,286.08,284.14,281.36,277.51,241.65,157.17,127.42,264.28,211.82,245.60,146.67,64.94,293.54,290.32,277.15,79.14,90.52,123.44,202.31,276.64,209.96,69.34,99.27,276.64,97.82,207.36,279.20,148.69,111.91,240.98,287.05,285.36,283.89,256.10,253.23,277.31,273.43,135.05,264.89,288.51,254.04,230.82,274.93,268.94,265.66,253.58,252.40,241.50,274.13,282.12,259.46,278.72,235.97,106.07,218.72,204.99,67.59,139.39,211.75,122.34,34.38,145.79,214.20,84.10,35.22,87.98,124.45,72.25,128.88,148.42,28.30,129.08,200.46,39.20,87.19,128.58,129.66,128.41,129.50,202.86,200.92,90.20,58.44,200.00,202.93,87.23,200.86,73.40,72.19,123.09,140.82,89.68,238.45,229.88,73.28,71.75,87.42,91.33,70.01,183.24,88.11,25.65,182.75,188.74,109.18,143.55,128.55,221.36,50.18,99.47,45.80,56.20,89.87,156.55,90.23,25.46,60.09,42.02,94.86,108.27,118.49,72.30,118.75,87.54,66.30,232.46,54.60,51.66,117.22,111.58,103.15,99.99,82.72,85.05,84.72,88.48,73.23,46.70,47.22,50.69,50.59,90.05,112.00,136.55,148.09,104.31,103.98,103.92,104.18,116.14,116.78,117.63,115.07,116.75,115.95,196.17,190.33,190.33,207.12,208.50,228.35,272.69,271.55
281,76.65,231.97,228.69,232.43,177.35,276.52,103.88,276.35,264.57,264.61,266.64,146.06,219.77,271.55,264.45,263.44,186.81,120.49,138.41,199.26,276.72,276.29,266.99,199.90,102.45,86.48,267.68,264.52,162.87,273.89,222.60,175.77,266.35,275.80,282.52,279.76,272.11,108.37,124.55,260.72,111.64,277.08,270.40,266.17,261.52,258.02,103.82,76.95,107.33,103.58,271.30,270.09,102.07,133.51,259.52,253.98,255.55,250.87,120.36,145.93,304.01,270.97,267.95,254.03,244.12,242.36,139.43,98.43,281.42,276.66,274.73,271.95,268.11,232.45,149.22,136.37,254.93,202.22,236.36,139.02,70.38,303.05,280.83,267.71,72.27,90.38,132.47,211.29,266.85,200.96,72.89,103.87,267.18,102.61,216.46,269.71,139.25,118.54,231.64,296.62,275.82,274.37,246.68,243.81,267.80,263.93,125.62,255.41,298.13,244.32,221.45,265.38,259.40,256.12,244.09,242.91,232.05,264.55,272.48,249.88,269.06,226.43,113.94,209.19,214.50,72.70,148.43,202.16,131.39,40.53,136.36,204.37,93.24,32.81,97.42,114.81,63.31,138.63,138.58,33.55,138.86,190.54,32.48,96.93,138.38,139.46,138.22,139.31,192.96,191.02,80.23,48.86,190.08,193.01,96.97,190.93,63.50,62.29,132.99,130.90,99.58,228.48,219.91,63.37,61.83,97.35,101.28,60.07,193.21,98.07,33.27,192.72,178.77,99.69,133.61,138.48,211.39,40.73,91.56,36.20,65.94,99.69,146.66,100.04,33.07,68.95,36.19,86.79,105.90,119.98,71.08,124.39,95.99,71.57,222.71,62.49,59.18,107.76,102.10,93.44,90.20,72.98,85.82,85.53,88.89,75.94,55.08,55.46,58.22,57.96,97.92,119.48,143.63,156.37,113.84,113.47,113.41,113.66,125.92,126.58,127.43,124.80,126.44,125.63,204.90,199.85,199.85,216.20,217.77,237.72,282.37,281.23
282,76.70,239.58,236.52,240.66,184.10,285.80,102.36,267.06,255.25,255.30,257.65,138.56,228.37,262.48,255.38,254.38,195.73,116.66,144.69,208.31,267.54,267.12,257.90,190.86,96.71,84.59,258.53,255.38,171.62,283.14,232.02,184.74,257.19,285.07,273.23,270.51,262.89,106.35,130.38,251.57,115.83,286.39,261.15,256.96,252.34,248.86,102.30,80.91,110.78,101.50,262.02,260.82,100.51,140.39,250.29,244.79,246.34,241.68,126.54,138.51,313.51,261.63,258.64,244.80,234.95,233.20,132.29,96.35,272.02,267.28,265.35,262.57,258.76,223.32,141.53,145.46,245.63,192.67,227.19,131.69,76.75,312.60,271.38,258.32,66.20,91.35,141.62,220.36,257.07,192.07,77.58,109.20,257.77,108.12,225.63,260.26,129.90,125.63,222.36,306.21,266.31,264.87,237.30,234.44,258.32,254.46,116.27,245.97,307.76,234.63,212.15,255.86,249.89,246.61,234.65,233.46,222.66,255.01,262.86,240.33,259.43,216.93,122.13,199.69,224.06,78.75,157.59,192.60,140.57,47.99,127.03,194.54,102.54,33.34,106.95,105.23,54.73,148.42,128.76,40.62,148.67,180.63,27.80,106.72,148.20,149.28,148.06,149.15,183.06,181.12,70.26,39.47,180.17,183.09,106.76,181.01,53.62,52.41,142.90,120.99,109.49,218.52,209.95,53.49,51.94,107.29,111.22,50.15,203.18,108.04,41.88,202.69,168.80,90.30,123.68,148.41,201.43,31.58,84.07,26.88,75.73,109.55,136.77,109.87,41.69,78.06,32.45,79.14,104.42,122.28,71.25,130.56,104.71,77.77,212.99,70.91,67.35,98.39,92.72,83.78,80.46,63.31,87.73,87.48,90.41,79.82,63.92,64.20,66.40,66.02,106.16,127.31,151.04,164.85,123.45,123.04,122.98,123.21,135.73,136.41,137.25,134.57,136.17,135.35,213.75,209.42,209.42,225.36,227.11,247.14,292.08,290.93
283,78.03,247.36,244.51,249.02,191.14,295.13,101.80,257.83,245.99,246.03,248.75,131.40,237.09,253.47,246.39,245.39,204.75,113.58,151.37,217.44,258.43,258.01,248.87,181.92,91.70,83.86,249.44,246.32,180.50,292.45,241.48,193.81,248.09,294.39,264.00,261.31,253.74,105.25,136.70,242.48,120.71,295.75,251.97,247.82,243.22,239.77,101.75,85.85,115.00,100.37,252.80,251.61,99.93,147.62,241.13,235.67,237.20,232.55,133.18,131.42,323.05,252.34,249.37,235.63,225.85,224.11,125.55,95.27,262.66,257.95,256.03,253.25,249.45,214.27,134.15,154.66,236.38,183.16,218.09,124.74,83.82,322.17,261.97,248.98,61.16,93.38,150.87,229.51,247.32,183.30,83.20,115.16,248.40,114.23,234.87,250.85,120.64,133.09,213.15,315.83,256.84,255.42,227.98,225.13,248.88,245.03,107.05,236.58,317.42,224.97,202.91,246.37,240.43,237.15,225.25,224.06,213.32,245.50,253.28,230.82,249.83,207.47,130.57,190.25,233.65,85.54,166.84,183.09,149.86,56.24,117.79,184.74,111.95,36.68,116.56,95.74,46.71,158.22,118.96,48.71,158.49,170.72,26.27,116.54,158.05,159.12,157.91,159.00,173.17,171.23,60.29,30.46,170.26,173.18,116.58,171.09,43.78,42.59,152.81,111.09,119.42,208.55,199.98,43.64,42.09,117.24,121.17,40.25,213.15,118.00,50.99,212.65,158.84,81.04,113.75,158.35,191.46,23.13,77.14,18.23,85.56,119.42,126.89,119.72,50.80,87.36,31.52,72.07,103.90,125.34,72.80,137.18,113.63,84.70,203.29,79.68,75.95,89.16,83.48,74.20,70.78,53.75,90.71,90.50,92.99,84.70,73.06,73.26,75.02,74.54,114.67,135.42,158.74,173.48,133.11,132.66,132.61,132.83,145.57,146.26,147.10,144.37,145.93,145.10,222.70,219.02,219.03,234.60,236.50,256.60,301.80,300.66
284,69.90,209.68,206.23,209.73,156.00,253.89,99.39,291.55,279.93,279.97,280.57,155.71,196.95,285.87,278.74,277.72,163.99,120.95,117.81,176.48,291.43,291.00,281.40,214.32,108.18,83.58,282.32,279.08,140.04,251.23,200.12,152.96,281.04,253.15,297.70,294.79,286.99,104.88,104.72,275.40,94.79,254.48,285.42,281.05,276.28,272.71,99.33,61.54,92.01,100.41,286.46,285.22,97.73,112.15,274.49,268.79,270.46,265.74,100.01,155.37,281.65,286.43,283.31,269.04,258.90,257.11,148.13,95.46,297.16,292.29,290.32,287.55,283.65,247.09,159.41,113.60,270.25,218.91,251.17,148.27,50.46,280.76,296.81,283.42,80.06,80.83,109.73,188.52,284.69,214.79,56.14,85.09,282.99,83.55,193.74,285.69,155.31,96.98,246.92,274.42,292.09,290.55,262.36,259.46,283.94,280.01,141.74,271.36,276.03,261.65,236.89,281.73,275.68,272.40,260.12,258.96,247.86,281.03,289.32,266.41,285.98,242.76,91.33,225.54,192.24,53.27,125.70,218.84,108.67,19.84,152.37,222.65,70.62,31.66,75.16,132.07,78.06,117.08,157.07,14.89,117.40,209.64,41.93,75.48,117.01,118.07,116.92,118.01,211.90,209.98,100.76,66.63,209.21,212.18,75.53,210.16,83.03,81.80,112.25,150.20,79.02,248.41,239.84,82.97,81.50,77.18,81.19,80.00,173.44,78.45,30.77,173.12,199.11,122.22,154.70,120.21,231.42,63.40,114.10,58.76,50.83,82.97,168.04,83.54,30.62,58.72,56.96,109.41,101.23,106.72,64.41,104.04,73.16,51.90,240.30,39.83,36.77,130.31,124.64,115.60,112.19,95.14,74.39,74.02,78.18,60.74,32.25,32.65,35.80,35.66,75.30,97.13,121.62,133.59,91.72,91.26,91.21,91.42,104.52,105.26,106.08,103.20,104.69,103.84,182.07,177.61,177.62,193.48,195.19,215.23,260.45,259.31
285,67.02,217.15,213.95,217.90,162.41,263.21,95.73,282.05,270.39,270.44,271.31,147.34,205.54,276.53,269.40,268.38,172.94,115.40,123.52,185.57,282.02,281.58,272.04,204.93,100.79,79.13,272.91,269.69,148.79,260.53,209.60,161.97,271.62,262.47,288.20,285.32,277.55,100.83,109.78,265.98,97.67,263.84,275.94,271.60,266.85,263.30,95.67,63.34,93.90,96.20,276.96,275.73,94.00,118.58,265.02,259.35,261.00,256.28,105.50,147.06,291.21,276.88,273.78,259.56,249.46,247.68,140.00,91.13,287.57,282.71,280.75,277.98,274.09,237.68,150.91,122.76,260.72,209.15,241.72,139.99,55.53,290.35,287.18,273.82,71.90,79.43,118.96,197.63,274.81,205.51,58.80,89.31,273.39,87.98,202.96,276.05,145.61,103.61,237.38,284.06,282.41,280.88,252.76,249.87,274.28,270.36,132.02,261.73,285.72,251.83,227.33,272.04,265.99,262.71,250.47,249.31,238.24,271.32,279.56,256.69,276.21,233.06,99.38,215.83,201.86,57.93,134.93,209.09,117.94,25.61,142.68,212.73,80.06,25.27,84.86,122.21,68.41,126.96,147.12,18.64,127.30,199.68,32.82,85.40,126.93,127.98,126.85,127.93,201.94,200.02,90.84,56.67,199.24,202.21,85.45,200.19,73.06,71.83,122.22,140.23,89.00,238.44,229.86,73.01,71.54,87.14,91.16,70.05,183.41,88.39,34.61,183.07,189.16,112.94,144.84,130.02,221.45,54.41,106.34,49.67,59.79,92.47,158.22,92.99,34.43,66.28,50.89,101.52,97.66,107.44,61.42,109.53,81.88,56.75,230.45,48.08,44.57,121.04,115.37,106.09,102.59,85.65,73.93,73.60,77.36,62.40,41.16,41.40,43.62,43.28,83.38,104.73,128.75,142.02,101.47,100.97,100.91,101.12,114.43,115.18,116.00,113.08,114.54,113.68,190.94,187.26,187.26,202.69,204.59,224.71,270.21,269.07
286,65.56,224.83,221.86,226.22,169.17,272.58,93.01,272.58,260.89,260.94,262.09,139.19,214.25,267.23,260.11,259.10,182.00,110.49,129.76,194.75,272.64,272.21,262.73,195.60,93.88,75.75,263.55,260.34,157.69,269.87,219.13,171.08,262.25,271.83,278.73,275.88,268.14,97.63,115.49,256.62,101.46,273.24,266.51,262.19,257.47,253.92,92.95,66.61,96.80,92.88,267.50,266.27,91.21,125.48,255.59,249.95,251.58,246.88,111.61,138.97,300.79,267.36,264.28,250.13,240.07,238.29,132.13,87.74,278.00,273.17,271.21,268.43,264.56,228.31,142.60,132.03,251.22,199.42,232.32,131.95,61.81,299.97,277.57,264.26,64.25,79.27,128.30,206.82,264.95,196.31,62.95,94.41,263.80,93.28,212.26,266.44,135.95,110.76,227.89,293.73,272.75,271.24,243.20,240.32,264.64,260.73,122.34,252.12,295.43,242.02,217.81,262.37,256.34,253.05,240.85,239.68,228.66,261.63,269.81,246.99,266.46,223.39,107.75,206.15,211.52,63.82,144.26,199.35,127.31,33.43,133.02,202.81,89.62,21.77,94.61,112.36,58.88,136.86,137.18,25.94,137.21,189.71,24.40,95.34,136.85,137.91,136.78,137.87,191.98,190.05,80.95,46.72,189.28,192.24,95.39,190.21,63.10,61.87,132.19,130.25,98.97,228.47,219.89,63.05,61.58,97.11,101.12,60.12,193.37,98.33,40.58,193.03,179.20,103.78,134.99,139.86,211.47,45.83,98.97,40.97,69.03,102.05,148.43,102.54,40.39,74.40,46.19,94.01,95.01,109.09,59.98,115.63,90.86,62.83,220.60,56.88,53.11,111.90,106.22,96.66,93.07,76.28,74.81,74.53,77.83,65.56,50.48,50.61,52.18,51.71,91.84,112.70,136.24,150.65,111.25,110.73,110.67,110.86,124.36,125.12,125.93,122.98,124.41,123.54,199.91,196.94,196.94,211.97,214.05,234.23,279.99,278.84
287,59.63,202.35,199.24,203.43,147.47,250.07,89.37,288.43,276.92,276.97,276.72,150.13,191.40,282.22,275.09,274.07,159.25,112.11,108.65,172.07,288.01,287.57,277.82,210.91,101.34,74.12,278.87,275.59,134.88,247.33,196.86,148.36,277.62,249.31,294.54,291.55,283.69,95.07,95.06,271.98,84.04,250.77,282.19,277.74,272.92,269.31,89.31,50.49,81.01,90.71,283.31,282.06,87.76,103.64,271.26,265.48,267.19,262.45,90.66,149.69,278.61,283.47,280.30,265.84,255.58,253.79,142.16,85.85,294.36,289.43,287.44,284.68,280.75,243.73,154.05,109.47,267.23,216.91,247.89,142.55,40.73,277.86,294.16,280.62,74.60,69.97,105.82,184.15,283.36,211.04,45.26,74.90,280.27,73.47,189.68,283.06,153.19,88.68,243.93,271.74,289.64,288.05,259.59,256.68,281.42,277.46,139.74,268.75,273.55,260.00,234.03,279.35,273.27,269.99,257.57,256.43,245.20,278.74,287.26,264.18,283.98,240.46,84.92,223.30,189.54,43.27,121.75,216.84,104.87,10.72,150.23,221.80,67.61,25.45,73.17,130.91,76.16,116.03,156.65,3.94,116.49,209.50,39.33,75.07,116.25,117.27,116.27,117.34,211.61,209.71,102.56,66.97,209.09,212.09,75.12,210.11,84.22,83.00,112.38,150.47,79.80,248.91,240.35,84.22,82.83,78.45,82.49,81.58,174.31,80.31,41.64,174.16,200.14,126.57,156.70,122.79,232.04,68.63,121.17,63.80,56.98,87.21,170.33,87.91,41.49,66.90,65.69,116.31,91.16,95.60,54.23,94.70,68.11,42.02,238.88,34.10,30.27,134.69,129.01,119.28,115.60,98.96,63.35,62.98,67.20,49.67,28.29,28.24,29.34,28.86,68.99,90.02,113.88,127.80,89.85,89.21,89.15,89.30,103.81,104.66,105.44,102.18,103.41,102.50,177.12,175.01,175.02,189.38,191.66,211.94,258.33,257.18
