idGrade,23365141_simepar,24925344_simepar,25005346_simepar,25095359_simepar,25105287_simepar,25115408_simepar,25215130_simepar,25254905_simepar,25264913_simepar,25264916_simepar,25264930_simepar,25275035_simepar,25275357_simepar,25284923_simepar,25314930_simepar,25314931_simepar,25315021_simepar,25315119_simepar,25315254_simepar,25315329_simepar,25324915_simepar,25324916_simepar,25324927_simepar,25334953_simepar,25335105_simepar,25335129_simepar,25344925_simepar,25344928_simepar,25345306_simepar,25345422_simepar,25345435_simepar,25345816_simepar,25354926_simepar,25355424_simepar,25364907_simepar,25364911_simepar,25364919_simepar,25365143_simepar,25365239_simepar,25374931_simepar,25375212_simepar,25375427_simepar,25384920_simepar,25384924_simepar,25384930_simepar,25384933_simepar,25385149_simepar,25385157_simepar,25385201_simepar,25395143_simepar,25404918_simepar,25404919_simepar,25405149_simepar,25405259_simepar,25414930_simepar,25414936_simepar,25424934_simepar,25424938_simepar,25425241_simepar,25435059_simepar,25435458_simepar,25444916_simepar,25444920_simepar,25444935_simepar,25444946_simepar,25444947_simepar,25445068_simepar,25445144_simepar,25454904_simepar,25454910_simepar,25454912_simepar,25464915_simepar,25464919_simepar,25464957_simepar,25465053_simepar,25465256_simepar,25474932_simepar,25474946_simepar,25474953_simepar,25475066_simepar,25475206_simepar,25475458_simepar,25484904_simepar,25484918_simepar,25485116_simepar,25485173_simepar,25485254_simepar,25485361_simepar,25494905_simepar,25494990_simepar,25495200_simepar,25495221_simepar,25504918_simepar,25505222_simepar,25505367_simepar,25514914_simepar,25525023_simepar,25525251_simepar,25534954_simepar,25535454_simepar,25544907_simepar,25544909_simepar,25544938_simepar,25544941_simepar,25554916_simepar,25554920_simepar,25555031_simepar,25564928_simepar,25575457_simepar,25584916_simepar,25584963_simepar,25594916_simepar,25594922_simepar,25594926_simepar,25594939_simepar,25604939_simepar,25604951_simepar,25614917_simepar,25644907_simepar,25654931_simepar,25664910_simepar,25684954_simepar,25695262_simepar,25724970_simepar,25725375_simepar,25755210_simepar,25755305_simepar,25784977_simepar,25815290_simepar,25825217_simepar,25885042_simepar,25984968_simepar,25985256_simepar,26005139_simepar,26015237_simepar,26025035_simepar,26025109_simepar,26045306_simepar,26055019_simepar,26055155_simepar,26055305_simepar,26064948_simepar,26065150_simepar,26075241_simepar,26075306_simepar,26075307_simepar,26085306_simepar,26085307_simepar,26094978_simepar,26094980_simepar,26105047_simepar,26105114_simepar,26114981_simepar,26124978_simepar,26125265_simepar,26134980_simepar,26145103_simepar,26145104_simepar,26155302_simepar,26175039_simepar,26205269_simepar,26234941_simepar,26234950_simepar,26235107_simepar,26235108_simepar,26235267_simepar,26235271_simepar,26255110_simepar,26265364_simepar,26275268_simepar,26285158_simepar,26285363_simepar,26304991_simepar,26355045_simepar,26395036_simepar,26405309_simepar,26434959_simepar,26435132_simepar,26445084_simepar,26445135_simepar,26445235_simepar,26445269_simepar,26455024_simepar,26455269_simepar,26475197_simepar,26575233_simepar,26585152_simepar,26785101_simepar,2551015_ana,2551063_ana,2551069_ana,2552009_ana,2552030_ana,2552055_ana,65136550_ana,65140000_ana,65141000_ana,65258000_ana,65259000_ana,65270000_ana,65271000_ana,65293000_ana,65815040_ana,65815050_ana,65815060_ana,65824991_ana,65831000_ana,65831020_ana,65831900_ana,65832000_ana,65875500_ana,65883051_ana,65889700_ana,65894991_ana,65945200_ana,65945400_ana,65945500_ana,65945600_ana,65954200_ana,65954250_ana,65954300_ana,65954400_ana,65954900_ana,65954950_ana,65975300_ana,65980500_ana,65981500_ana,65983100_ana,65984000_ana,65987000_ana,65992500_ana,65992502_ana
199,144.77,337.06,335.51,342.12,277.56,393.25,150.42,177.14,165.24,165.30,174.63,105.61,332.23,177.23,170.75,169.89,301.71,139.28,237.18,314.88,179.98,179.64,172.48,112.84,109.08,137.05,171.91,169.37,276.95,390.44,340.37,291.06,170.43,392.46,183.11,181.22,174.75,149.06,221.28,165.26,198.82,394.03,172.49,169.26,165.51,162.68,150.41,168.28,190.12,145.47,172.62,171.62,148.95,236.50,162.56,158.27,159.25,155.17,219.68,106.80,422.14,170.80,168.44,157.29,149.42,147.96,107.79,142.31,179.30,175.30,173.65,170.97,167.68,139.62,104.11,252.75,156.49,100.95,142.21,104.42,175.27,421.40,177.59,166.49,98.22,160.02,249.22,326.94,155.62,117.39,168.92,199.31,165.43,199.26,332.75,167.01,59.23,223.64,135.34,415.27,171.40,170.43,146.90,144.42,164.39,161.01,53.78,153.63,417.04,136.28,125.28,161.06,155.74,152.64,142.70,141.46,132.78,159.65,165.51,145.51,161.86,124.73,225.72,109.04,333.06,175.77,265.08,100.88,248.32,153.20,58.35,93.88,211.11,124.43,216.28,43.09,76.08,258.38,38.58,145.74,258.68,76.73,107.29,216.73,258.26,259.33,258.14,259.23,79.81,77.91,41.09,77.58,76.16,78.71,216.77,76.50,59.77,60.96,253.06,27.10,219.66,110.29,101.86,59.71,61.00,217.43,221.34,62.05,313.04,218.05,147.18,312.45,60.13,32.16,13.64,257.50,93.17,81.42,67.10,85.02,184.13,217.98,26.78,218.13,147.02,182.66,103.55,65.74,152.15,192.44,142.21,223.34,211.06,175.53,114.59,177.27,173.08,29.59,31.30,30.51,31.79,48.69,162.93,162.98,162.66,167.04,171.80,171.78,172.23,171.51,210.48,229.01,249.66,268.85,232.92,232.39,232.33,232.52,245.77,246.48,247.31,244.51,246.01,245.15,319.18,318.51,318.52,332.42,335.08,355.43,401.66,400.51
200,100.59,288.37,286.40,292.40,229.69,342.34,113.15,212.71,200.74,200.79,205.76,102.95,281.94,209.80,202.85,201.88,250.97,111.21,189.23,264.06,214.06,213.66,205.10,139.38,81.78,97.04,205.29,202.33,226.29,339.55,289.35,240.26,203.88,341.56,218.87,216.42,209.14,113.66,173.56,198.35,152.81,343.10,207.20,203.31,198.94,195.66,113.12,120.37,144.89,109.28,207.80,206.67,111.42,187.64,196.54,191.41,192.78,188.25,171.38,103.52,371.11,206.90,204.10,191.06,181.78,180.10,100.34,105.10,216.72,212.20,210.35,207.58,203.91,170.61,104.02,201.79,191.31,136.65,174.08,98.20,125.29,370.36,215.70,203.20,59.41,116.63,198.23,276.13,198.86,141.87,120.18,151.46,202.47,151.17,281.87,204.67,77.16,174.24,168.45,364.23,210.21,208.92,182.44,179.68,202.48,198.75,64.40,190.55,365.99,177.18,158.10,199.70,193.90,190.65,179.23,178.01,167.77,198.66,205.93,184.03,202.41,161.18,175.23,144.15,282.02,126.06,214.11,136.58,197.31,102.22,74.61,136.11,160.06,74.20,165.27,51.13,33.18,207.51,70.76,94.74,207.84,121.38,57.11,165.92,207.45,208.51,207.35,208.44,123.95,122.01,10.46,27.60,120.90,123.77,165.96,121.66,10.49,11.37,202.49,61.92,169.12,158.74,150.18,10.22,10.99,167.02,170.96,11.36,262.99,167.83,99.02,262.50,108.99,40.15,64.30,208.08,141.64,34.64,57.75,36.90,135.01,168.93,77.83,169.18,98.85,135.28,60.60,53.04,115.13,150.01,97.05,175.17,160.15,125.69,155.33,126.29,122.14,47.56,42.40,30.30,25.79,16.43,117.84,117.82,118.38,119.12,120.75,120.74,121.28,120.58,159.82,178.88,200.30,218.41,181.93,181.38,181.32,181.51,194.96,195.69,196.51,193.63,195.09,194.22,268.56,267.47,267.48,281.54,284.09,304.42,350.65,349.49
201,107.35,296.91,295.09,301.33,237.92,351.87,117.86,203.96,191.98,192.03,197.56,99.33,291.11,201.42,194.51,193.56,260.39,113.42,197.46,273.53,205.50,205.11,196.70,131.50,83.33,102.44,196.80,193.88,235.65,349.07,299.01,249.71,195.38,351.09,210.11,207.72,200.53,117.85,181.69,189.88,160.33,352.65,198.54,194.73,190.43,187.20,117.84,128.50,152.14,113.65,199.09,197.97,116.19,196.20,187.95,182.91,184.24,179.76,179.72,100.03,380.78,198.07,195.32,182.49,173.35,171.70,97.62,109.73,207.76,203.29,201.46,198.69,195.06,162.31,99.93,211.37,182.61,127.66,165.69,95.19,134.28,380.06,206.65,194.30,63.93,123.20,207.85,285.59,189.26,134.28,128.63,159.62,193.52,159.41,291.38,195.66,69.51,183.01,159.89,373.96,201.08,199.82,173.63,170.89,193.42,189.72,57.30,181.60,375.75,167.78,149.53,190.57,184.81,181.57,170.29,169.07,158.98,189.49,196.62,174.88,193.08,152.21,184.49,135.26,291.76,134.93,223.70,127.59,206.94,111.82,67.10,126.50,169.81,83.28,175.09,43.61,38.50,217.40,61.45,104.37,217.74,111.57,66.13,175.83,217.36,218.42,217.27,218.35,114.18,112.23,0.77,36.40,111.08,113.94,175.87,111.82,18.58,19.72,212.43,52.25,179.07,148.78,140.22,18.47,19.68,176.98,180.93,20.67,272.96,177.80,108.82,272.46,99.03,34.86,54.49,218.03,131.68,43.92,58.35,46.51,144.93,178.86,68.14,179.10,108.65,145.01,69.30,54.13,119.79,156.41,104.12,183.46,169.69,134.61,145.89,135.89,131.71,41.46,36.85,24.41,19.79,18.48,124.98,124.98,125.25,127.25,130.49,130.46,130.85,130.13,169.18,187.96,209.06,227.66,191.76,191.20,191.14,191.32,204.86,205.60,206.42,203.52,204.96,204.09,277.90,277.22,277.23,291.06,293.70,314.06,360.45,359.30
202,114.58,305.53,303.86,310.32,246.28,361.44,123.21,195.33,183.34,183.39,189.54,96.61,300.34,193.20,186.35,185.41,269.84,116.44,205.84,283.03,197.08,196.69,188.47,123.93,86.02,108.49,188.46,185.60,245.07,358.62,308.69,259.21,187.02,360.65,201.46,199.15,192.06,122.71,190.00,181.57,168.11,362.23,190.02,186.29,182.07,178.89,123.19,136.88,159.69,118.71,190.51,189.40,121.60,204.89,179.51,174.57,175.85,171.42,188.22,97.44,390.47,189.37,186.67,174.06,165.10,163.47,95.88,115.04,198.89,194.49,192.68,189.92,186.34,154.23,96.70,220.98,174.05,118.83,157.49,93.16,143.40,389.77,197.70,185.51,69.59,130.21,217.50,295.09,179.71,127.04,137.29,167.97,184.69,167.85,300.94,186.75,62.52,191.89,151.50,383.70,192.03,190.81,164.95,162.25,184.45,180.79,51.17,172.76,385.52,158.44,141.15,181.53,175.82,172.60,161.48,160.25,150.34,180.40,187.38,165.83,183.81,143.36,193.83,126.53,301.51,143.94,233.33,118.76,216.61,121.48,60.32,116.96,179.58,92.54,184.93,37.27,45.42,227.30,52.38,114.06,227.64,101.80,75.40,185.74,227.27,228.33,227.19,228.27,104.45,102.50,9.51,45.69,101.30,104.14,185.79,102.01,27.92,29.11,222.38,42.72,189.03,138.83,130.27,27.87,29.20,186.94,190.89,30.40,282.92,187.77,118.65,282.43,89.06,31.89,44.75,227.98,121.72,53.44,60.61,56.25,154.86,188.78,58.55,189.02,118.48,154.77,78.30,56.97,125.07,163.17,111.65,191.92,179.27,143.68,136.54,145.54,141.33,37.07,33.42,21.72,17.80,24.73,132.48,132.50,132.52,135.63,140.26,140.21,140.49,139.74,178.60,197.13,217.93,236.96,201.60,201.03,200.97,201.15,214.78,215.52,216.34,213.42,214.84,213.97,287.29,286.99,287.00,300.60,303.34,323.73,370.27,369.11
203,122.21,314.24,312.70,319.37,254.75,371.02,129.11,186.84,174.85,174.90,181.71,94.87,309.62,185.16,178.37,177.44,279.33,120.22,214.37,292.57,188.81,188.43,180.41,116.73,89.75,115.10,180.29,177.48,254.52,368.19,318.38,268.74,178.84,370.23,192.95,190.72,183.74,128.17,198.47,173.43,176.12,371.84,181.65,178.02,173.88,170.77,129.09,145.46,167.50,124.36,182.07,180.99,127.57,213.69,171.24,166.42,167.64,163.27,196.86,95.84,400.17,180.80,178.16,165.82,157.06,155.46,95.16,120.96,190.14,185.81,184.02,181.28,177.74,146.38,94.43,230.63,165.64,110.20,149.51,92.18,152.63,399.49,188.85,176.84,76.15,137.59,227.18,304.62,170.20,120.19,146.12,176.50,175.98,176.44,310.51,177.96,56.44,200.88,143.32,393.46,183.08,181.91,156.43,153.76,175.59,171.98,46.40,164.05,395.31,149.19,132.99,172.60,166.95,163.74,152.82,151.59,141.88,171.42,178.21,156.90,174.63,134.68,203.22,118.00,311.28,153.07,242.98,110.13,226.30,131.19,54.54,107.49,189.38,101.94,194.79,32.78,53.32,237.21,43.70,123.80,237.56,92.06,84.82,195.66,237.19,238.24,237.11,238.19,94.76,92.81,19.47,55.22,91.56,94.38,195.71,92.23,37.58,38.79,232.33,33.44,198.98,128.87,120.32,37.56,38.95,196.90,200.85,40.25,292.89,197.74,128.49,292.40,79.09,31.89,35.14,237.94,111.76,63.10,64.33,66.05,164.79,198.71,49.11,198.94,128.33,164.56,87.51,61.31,130.90,170.25,119.53,200.52,188.90,152.86,127.28,155.24,151.00,35.04,32.77,23.37,20.98,32.87,140.30,140.34,140.12,144.22,150.06,149.99,150.16,149.40,188.08,206.38,226.89,246.31,211.46,210.88,210.82,210.99,224.70,225.44,226.26,223.32,224.74,223.86,296.72,296.77,296.78,310.17,313.00,333.42,380.09,378.94
204,130.16,323.03,321.61,328.48,263.34,380.63,135.49,178.51,166.53,166.58,174.11,94.17,318.94,177.31,170.60,169.70,288.86,124.70,223.01,302.14,180.71,180.34,172.56,109.96,94.40,122.17,172.31,169.57,264.02,377.78,328.10,278.31,170.85,379.83,184.59,182.45,175.60,134.15,207.07,165.50,184.33,381.46,173.46,169.93,165.89,162.85,135.48,154.22,175.53,130.54,173.80,172.74,134.02,222.59,163.16,158.48,159.64,155.34,205.63,95.26,409.89,172.38,169.81,157.77,149.25,147.69,95.48,127.38,181.52,177.27,175.51,172.78,169.31,138.80,93.18,240.31,157.43,101.82,141.78,92.27,161.95,409.23,180.13,168.33,83.39,145.29,236.88,314.18,160.76,113.80,155.09,185.17,167.41,185.18,320.12,169.30,51.60,209.96,135.38,403.22,174.25,173.13,148.10,145.48,166.87,163.30,43.44,155.50,405.10,140.05,125.11,163.79,158.21,155.02,144.33,143.09,133.63,162.56,169.15,148.10,165.55,126.19,212.67,109.73,321.07,162.31,252.67,101.75,236.02,140.94,50.09,98.13,199.19,111.44,204.65,30.98,61.82,247.12,35.71,133.57,247.47,82.38,94.36,205.59,247.11,248.17,247.04,248.12,85.14,83.20,29.44,64.88,81.87,84.66,205.64,82.50,47.37,48.59,242.28,24.72,208.94,118.92,110.37,47.37,48.78,206.86,210.82,50.15,302.86,207.70,138.36,302.37,69.12,34.86,25.79,247.89,101.80,72.84,69.30,75.89,174.72,208.65,39.93,208.87,138.19,174.37,96.87,66.86,137.22,177.61,127.71,209.24,198.57,162.14,118.15,164.97,160.71,35.77,35.06,28.62,27.61,41.80,148.37,148.44,148.01,152.97,159.88,159.79,159.88,159.10,197.61,215.69,235.93,255.72,221.33,220.73,220.68,220.84,234.62,235.37,236.19,233.23,234.64,233.76,306.18,306.57,306.58,319.77,322.68,343.12,389.93,388.77
205,138.37,331.89,330.59,337.65,272.03,390.25,142.30,170.36,158.40,158.45,166.77,94.53,328.30,169.70,163.08,162.20,298.42,129.79,231.77,311.73,172.82,172.46,164.94,103.72,99.84,129.62,164.55,161.90,273.56,387.39,337.83,287.90,163.08,389.45,176.40,174.36,167.65,140.60,215.80,157.80,192.70,391.11,165.46,162.06,158.14,155.18,142.29,163.11,183.76,137.17,165.72,164.68,140.88,231.59,155.31,150.79,151.87,147.66,214.50,95.73,419.62,164.14,161.65,149.97,141.72,140.20,96.85,134.24,173.05,168.89,167.17,164.46,161.05,131.55,93.00,250.01,149.43,93.76,134.35,93.45,171.35,418.98,171.54,159.99,91.15,153.25,246.61,323.77,151.38,107.97,164.18,193.97,159.02,194.05,329.75,160.79,48.36,219.12,127.74,413.00,165.56,164.48,139.99,137.42,158.29,154.79,42.66,147.14,414.90,131.03,117.54,155.12,149.63,146.47,136.04,134.80,125.64,153.83,160.19,139.47,156.57,117.94,222.17,101.76,330.86,171.63,262.37,93.68,245.76,150.71,47.37,88.90,209.02,121.02,214.53,32.31,70.71,257.03,28.99,143.37,257.39,72.79,103.98,215.52,257.04,258.09,256.97,258.05,75.62,73.68,39.40,74.63,72.26,75.01,215.57,72.84,57.22,58.45,252.23,17.39,218.90,108.98,100.42,57.24,58.67,216.83,220.78,60.07,312.83,217.67,148.23,312.34,59.15,40.15,17.15,257.84,91.85,82.63,75.26,85.76,184.66,218.58,31.22,218.80,148.07,184.19,106.33,73.35,143.96,185.23,136.14,218.07,208.26,171.50,109.16,174.73,170.44,39.11,39.78,35.92,35.81,51.12,156.67,156.75,156.15,161.87,169.72,169.62,169.62,168.83,207.19,225.06,245.05,265.17,231.21,230.60,230.54,230.71,244.55,245.30,246.12,243.15,244.54,243.66,315.68,316.38,316.39,329.39,332.38,352.84,399.77,398.61
206,92.43,282.70,281.03,287.54,223.48,339.22,103.27,207.73,195.81,195.86,199.78,92.90,277.70,204.12,197.10,196.12,247.46,100.29,183.04,260.73,208.70,208.29,199.45,133.06,70.72,87.62,199.82,196.78,222.64,336.37,286.74,236.90,198.44,338.42,213.90,211.32,203.89,103.48,167.22,192.86,145.57,340.05,202.03,198.01,193.53,190.16,103.24,114.07,137.30,99.20,202.75,201.59,101.57,182.05,191.27,185.97,187.42,182.83,165.39,93.39,368.54,202.08,199.19,185.77,176.24,174.53,89.87,95.16,212.19,207.56,205.67,202.89,199.14,164.85,94.23,198.93,186.28,132.40,168.50,87.87,120.72,367.90,211.37,198.57,49.34,108.27,195.52,272.77,196.23,135.12,114.46,145.17,197.92,145.03,278.71,200.28,70.95,169.08,163.19,361.93,206.10,204.73,177.65,174.84,198.22,194.42,57.66,186.05,363.85,173.92,152.88,195.62,189.72,186.45,174.71,173.51,162.97,194.69,202.33,180.01,198.86,156.82,171.31,139.64,279.81,121.20,211.28,132.33,194.67,99.65,68.23,133.68,158.03,70.05,163.68,45.29,23.60,206.38,67.90,92.35,206.79,120.00,52.95,165.04,206.48,207.52,206.45,207.53,122.35,120.42,14.82,23.57,119.55,122.50,165.09,120.45,7.50,8.61,202.01,60.44,168.81,158.65,150.07,7.75,9.29,166.92,170.92,11.47,263.16,168.03,101.75,262.78,109.62,49.36,67.03,209.05,141.68,40.51,68.86,41.59,136.59,170.38,81.03,170.72,101.57,138.18,67.06,64.16,105.22,141.47,89.26,169.10,157.17,120.96,152.21,123.65,119.36,56.25,51.46,39.04,34.41,27.52,110.11,110.12,110.34,112.82,118.77,118.63,118.54,117.74,156.21,174.46,195.12,214.40,180.36,179.72,179.66,179.82,194.00,194.79,195.60,192.51,193.83,192.93,264.82,265.35,265.36,278.36,281.29,301.75,348.79,347.63
207,99.75,291.41,289.88,296.62,231.93,348.85,108.41,198.75,186.81,186.86,191.32,88.86,287.02,195.49,188.50,187.53,257.01,102.73,191.54,270.32,199.91,199.50,190.80,124.78,72.51,93.57,191.08,188.08,232.15,345.98,296.49,246.49,189.68,348.04,204.92,202.40,195.04,108.06,175.65,184.13,153.45,349.70,193.14,189.18,184.76,181.43,108.39,122.63,144.94,104.00,193.81,192.65,106.79,190.87,182.43,177.21,178.62,174.06,174.02,89.51,378.28,193.03,190.18,176.94,167.52,165.83,86.83,100.26,203.02,198.43,196.56,193.78,190.07,156.25,89.68,208.65,177.32,123.09,159.80,84.49,130.04,377.67,202.12,189.44,54.69,115.33,205.27,282.35,186.49,127.13,123.31,153.67,188.76,153.61,288.34,191.06,62.54,178.11,154.33,371.73,196.77,195.43,168.58,165.79,188.94,185.17,49.60,176.87,373.68,164.32,143.99,186.28,180.41,177.15,165.53,164.32,153.90,185.31,192.83,170.64,189.35,147.56,180.78,130.43,289.63,130.40,221.01,123.02,204.43,109.49,59.93,123.88,167.90,79.61,173.60,36.58,30.64,216.33,58.11,102.22,216.74,110.06,62.58,175.00,216.44,217.48,216.41,217.49,112.43,110.49,10.52,33.47,109.61,112.55,175.05,110.50,17.08,18.28,211.99,50.47,178.79,148.67,140.10,17.23,18.79,176.90,180.90,20.74,273.13,177.99,111.32,272.75,99.71,45.16,57.68,218.96,131.72,48.69,69.37,50.32,146.41,180.23,71.77,180.56,111.14,147.73,75.03,65.07,110.29,148.24,96.91,177.68,166.89,130.22,142.56,133.45,129.14,51.19,46.99,34.67,30.17,28.80,117.72,117.75,117.69,121.38,128.66,128.51,128.33,127.52,165.78,183.77,204.11,223.81,190.28,189.63,189.58,189.73,203.96,204.76,205.56,202.46,203.77,202.87,274.30,275.18,275.20,287.98,291.01,311.49,358.65,357.49
208,107.51,300.20,298.81,305.76,240.51,358.50,114.21,189.88,177.91,177.96,183.01,85.81,296.38,187.00,180.06,179.10,266.59,106.06,200.18,279.94,191.23,190.83,182.29,116.77,75.59,100.17,182.47,179.51,241.71,355.62,306.26,256.11,181.05,357.68,196.04,193.59,186.31,113.35,184.24,175.53,161.58,359.37,184.36,180.48,176.12,172.84,114.19,131.39,152.85,109.50,184.97,183.83,112.66,199.79,173.71,168.58,169.95,165.43,182.80,86.61,388.04,184.08,181.27,168.23,158.97,157.29,84.86,106.05,193.94,189.40,187.54,184.77,181.09,147.82,86.07,218.39,168.48,113.90,151.28,82.19,139.44,387.45,192.95,180.40,61.22,122.79,215.05,291.97,176.77,119.45,132.32,162.33,179.68,162.35,297.99,181.91,54.66,187.23,145.62,381.54,187.51,186.20,159.62,156.85,179.75,176.00,42.36,167.77,383.51,154.77,135.26,177.01,171.18,167.93,156.44,155.23,144.95,176.00,183.39,161.35,179.89,138.42,190.31,121.35,299.46,139.71,230.76,113.83,214.22,119.35,52.22,114.11,177.79,89.26,183.53,28.71,38.99,226.29,48.41,112.10,226.70,100.12,72.31,184.97,226.41,227.44,226.38,227.45,102.52,100.58,14.16,43.40,99.67,102.61,185.02,100.55,26.95,28.16,221.96,40.51,188.77,138.70,130.12,27.07,28.61,186.87,190.87,30.46,283.10,187.96,120.95,282.71,89.81,42.91,48.58,228.88,121.75,57.43,71.28,59.44,156.25,190.10,62.73,190.41,120.77,157.33,83.42,67.45,116.01,155.36,104.96,186.41,176.64,139.58,132.97,143.28,138.95,47.70,44.35,32.83,28.90,33.16,125.67,125.72,125.40,130.15,138.57,138.41,138.14,137.32,175.39,193.15,213.19,233.28,200.21,199.55,199.49,199.64,213.92,214.72,215.52,212.41,213.72,212.82,283.81,285.03,285.04,297.64,300.74,321.24,368.52,367.36
209,115.61,309.07,307.81,314.95,249.19,368.16,120.56,181.12,169.14,169.19,174.89,83.85,305.79,178.67,171.78,170.83,276.20,110.21,208.94,289.59,182.69,182.30,173.94,109.09,79.81,107.29,174.01,171.11,251.30,365.28,316.04,265.76,172.58,367.35,187.27,184.89,177.71,119.25,192.97,167.10,169.90,369.06,175.71,171.91,167.63,164.41,120.55,140.31,161.00,115.62,176.26,175.14,119.08,208.82,165.14,160.12,161.43,156.96,191.69,84.79,397.81,175.24,172.49,159.67,150.58,148.94,84.04,112.44,184.94,180.47,178.63,175.87,172.23,139.61,83.51,228.16,159.78,104.85,142.94,81.07,148.93,397.24,183.87,171.48,68.59,130.60,224.84,301.60,167.09,112.13,141.47,171.15,170.71,171.24,307.67,172.86,47.58,196.44,137.08,391.36,178.33,177.06,150.79,148.05,170.64,166.93,36.45,158.78,393.35,145.28,126.72,167.83,162.05,158.80,147.47,146.25,136.14,166.77,174.01,152.14,170.49,129.40,199.87,112.43,309.31,149.11,240.52,104.78,224.02,129.22,45.41,104.38,187.69,98.98,193.46,22.58,47.96,236.24,38.85,122.01,236.66,90.20,82.10,194.94,236.37,237.41,236.34,237.42,92.62,90.68,22.13,53.34,89.74,92.67,194.99,90.60,36.87,38.09,231.94,30.57,198.74,128.73,120.15,36.98,38.51,196.85,200.84,40.30,293.07,197.93,130.63,292.68,79.92,42.91,39.89,238.81,111.79,66.52,74.48,68.80,166.11,199.97,54.02,200.27,130.45,166.98,92.12,71.16,122.29,162.79,113.32,195.26,186.41,149.02,123.44,153.12,148.78,46.14,43.86,33.94,30.97,39.61,133.89,133.96,133.42,139.08,148.49,148.32,147.98,147.14,185.04,202.58,222.35,242.78,210.14,209.48,209.42,209.56,223.89,224.69,225.49,222.37,223.67,222.76,293.36,294.89,294.90,307.31,310.49,331.01,378.40,377.24
210,123.98,318.01,316.86,324.20,257.97,377.85,127.38,172.51,160.51,160.57,166.97,83.06,315.23,170.52,163.69,162.76,285.84,115.08,217.81,299.26,174.30,173.92,165.78,101.81,85.01,114.85,165.72,162.88,260.93,374.95,325.83,275.44,164.28,377.03,178.64,176.34,169.27,125.66,201.81,158.84,178.40,378.76,167.22,163.52,159.32,156.17,127.37,149.38,169.35,122.24,167.69,166.59,125.97,217.93,156.74,151.84,153.10,148.69,200.69,84.14,407.60,166.54,163.84,151.30,142.41,140.80,84.41,119.33,176.06,171.65,169.84,167.09,163.50,131.64,82.09,237.94,151.24,96.00,134.83,81.18,158.47,407.04,174.89,162.67,76.56,138.69,234.65,311.26,157.45,105.25,150.73,180.09,161.86,180.24,317.37,163.93,41.72,205.72,128.75,401.19,169.25,168.02,142.12,139.42,161.64,157.97,32.60,149.93,403.20,135.86,118.41,158.75,153.02,149.79,138.65,137.42,127.52,157.64,164.71,143.05,161.16,120.53,209.48,103.70,319.16,158.59,250.31,95.93,233.84,139.12,39.95,94.70,197.59,108.75,203.40,19.87,57.27,246.20,29.58,131.92,246.62,80.28,91.93,204.91,246.34,247.37,246.31,247.39,82.75,80.80,31.26,63.30,79.82,82.74,204.96,80.67,46.82,48.04,241.92,20.65,208.72,118.76,110.18,46.92,48.45,206.82,210.82,50.20,303.04,207.89,140.35,302.65,70.06,45.16,31.95,248.74,101.83,75.83,78.81,78.30,175.97,209.85,45.82,210.15,140.18,176.66,101.06,75.99,129.03,170.49,121.92,204.21,196.20,158.53,113.98,162.99,158.63,46.70,45.59,37.75,35.79,47.29,142.34,142.43,141.69,148.14,158.41,158.23,157.84,156.99,194.73,212.07,231.58,252.33,220.08,219.41,219.35,219.49,233.86,234.66,235.46,232.33,233.62,232.72,302.94,304.75,304.77,317.00,320.25,340.79,388.29,387.13
211,132.59,327.01,325.98,333.48,266.84,387.56,134.60,164.05,152.06,152.11,159.29,83.46,324.71,162.58,155.83,154.92,295.50,120.58,226.77,308.95,166.10,165.73,157.83,95.03,91.01,122.75,157.63,154.87,270.58,384.65,335.64,285.14,156.18,386.73,170.15,167.95,161.01,132.53,210.76,150.80,187.05,388.48,158.90,155.31,151.22,148.15,134.59,158.55,177.87,129.31,159.30,158.22,133.26,227.12,148.54,143.79,144.97,140.64,209.78,84.68,417.39,157.98,155.36,143.13,134.49,132.92,85.95,126.64,167.31,162.98,161.20,158.45,154.93,123.96,81.89,247.75,142.88,87.39,126.99,82.51,168.07,416.85,166.02,154.02,84.95,147.02,244.48,320.94,147.86,98.91,160.07,189.13,153.15,189.34,327.09,155.12,37.63,215.07,120.68,411.03,160.27,159.09,133.64,130.98,152.76,149.14,31.56,141.22,413.05,126.53,110.38,149.78,144.12,140.91,129.99,128.76,119.11,148.61,155.49,134.08,151.92,111.85,219.13,95.22,329.02,168.12,260.11,87.32,243.68,149.02,36.48,85.09,207.50,118.55,213.34,21.89,66.78,256.16,20.95,141.84,256.59,70.39,101.79,214.89,256.30,257.34,256.28,257.35,72.90,70.95,40.79,73.27,69.92,72.83,214.94,70.75,56.78,58.00,251.89,10.84,218.70,108.78,100.21,56.87,58.39,216.80,220.79,60.12,313.01,217.86,150.10,312.62,60.24,49.36,25.49,258.67,91.87,85.29,84.11,87.91,185.85,219.74,38.46,220.03,149.93,186.37,110.18,81.76,136.18,178.41,130.73,213.26,206.02,168.10,104.63,172.86,168.50,49.30,49.32,43.55,42.45,55.70,150.98,151.08,150.17,157.33,168.35,168.16,167.71,166.85,204.45,221.61,240.87,261.91,230.02,229.34,229.28,229.42,243.82,244.63,245.43,242.29,243.58,242.67,312.55,314.63,314.64,326.71,330.03,350.58,398.18,397.02
