#AAA MM DD HH    Qaflu   Qdeflu
2015 09 19 23  1184.89   737.74
2015 09 20 00  1031.77   565.59
2015 09 20 01   578.13   454.45
2015 09 20 02   487.61   506.64
2015 09 20 03   925.53   621.09
2015 09 20 04  1213.10   718.38
2015 09 20 05  1005.28   757.92
2015 09 20 06   827.03   674.81
2015 09 20 07   453.89   558.55
2015 09 20 08    62.10   471.20
2015 09 20 09    84.88   446.41
2015 09 20 10   377.25   472.39
2015 09 20 11   711.32   673.27
2015 09 20 12   944.32   982.38
2015 09 20 13  1398.63  1189.33
2015 09 20 14  1618.77  1257.24
2015 09 20 15  1766.73  1138.82
2015 09 20 16  1585.83   815.21
2015 09 20 17  1478.55   812.57
2015 09 20 18  1731.06  1008.01
2015 09 20 19  1846.85  1209.42
2015 09 20 20  1891.73  1501.65
2015 09 20 21  1848.85  1572.95
2015 09 20 22  2029.72  1573.05
2015 09 20 23  1848.82  1572.91
2015 09 21 00  1553.82  1572.85
2015 09 21 01  1553.40  1572.43
2015 09 21 02  1385.79  1595.10
2015 09 21 03  1042.57  1556.32
2015 09 21 04   718.18  1479.30
2015 09 21 05   630.24  1467.46
2015 09 21 06   448.96  1438.40
2015 09 21 07   289.79  1469.51
2015 09 21 08   354.14  1514.84
2015 09 21 09   737.24  1555.43
