#AAA MM DD HH    Qaflu   Qdeflu
2015 02 12 07  1154.00  1462.00
2015 02 12 08  1113.00  1266.00
2015 02 12 09  1296.00   835.00
2015 02 12 10  1042.00   427.00
2015 02 12 11   720.00   104.00
2015 02 12 12   462.00     0.00
2015 02 12 13   308.00     0.00
2015 02 12 14   109.00   109.00
2015 02 12 15    27.00   644.00
2015 02 12 16   486.00  1101.00
2015 02 12 17   970.00  1124.00
2015 02 12 18  1141.00  1295.00
2015 02 12 19  1271.00  1271.00
2015 02 12 20  1014.00  1167.00
2015 02 12 21   965.00   965.00
2015 02 12 22   861.00   861.00
2015 02 12 23   907.00   907.00
2015 02 13 00   894.00   894.00
2015 02 13 01  1130.00  1437.00
2015 02 13 02  1146.00  1607.00
2015 02 13 03  1288.00  1595.00
2015 02 13 04  1267.00  1574.00
2015 02 13 05  1188.00  1494.00
2015 02 13 06  1037.00  1191.00
2015 02 13 07  1282.00   975.00
2015 02 13 08  1014.00   553.00
2015 02 13 09   611.00   150.00
2015 02 13 10   307.00     0.00
2015 02 13 11     0.00     0.00
2015 02 13 12   166.00   934.00
2015 02 13 13  1157.00  1618.00
2015 02 13 14  1131.00  1744.00
2015 02 13 15  1331.00  1791.00
2015 02 13 16  1347.00  1806.00
2015 02 13 17  1499.00  1805.00
2015 02 13 18  1643.00  1795.00
2015 02 13 19  1488.00  1794.00
2015 02 13 20  1501.00  1806.00
2015 02 13 21  1503.00  1809.00
2015 02 13 22  1645.00  1798.00
2015 02 13 23  1640.00  1793.00
2015 02 14 00  1339.00  1796.00
2015 02 14 01  1495.00  1800.00
2015 02 14 02  1489.00  1794.00
2015 02 14 03  1344.00  1801.00
2015 02 14 04  1496.00  1801.00
2015 02 14 05  1576.00  1728.00
2015 02 14 06  1521.00  1369.00
2015 02 14 07  1590.00   829.00
2015 02 14 08  1473.00   405.00
2015 02 14 09  1586.00   210.00
2015 02 14 10  1547.00    15.00
2015 02 14 11  1535.00     0.00
2015 02 14 12  1517.00   748.00
2015 02 14 13  1389.00  1389.00
2015 02 14 14  1416.00  1724.00
2015 02 14 15  1474.00  1782.00
2015 02 14 16  1479.00  1786.00
2015 02 14 17  1337.00  1798.00
2015 02 14 18  1491.00  1798.00
2015 02 14 19  1333.00  1793.00
2015 02 14 20  1341.00  1801.00
2015 02 14 21  1341.00  1800.00
2015 02 14 22  1490.00  1796.00
2015 02 14 23  1322.00  1781.00
2015 02 15 00  1256.00  1562.00
2015 02 15 01  1491.00  1797.00
2015 02 15 02  1489.00  1794.00
2015 02 15 03  1487.00  1793.00
2015 02 15 04  1493.00  1798.00
2015 02 15 05  1483.00  1788.00
2015 02 15 06  1485.00  1637.00
2015 02 15 07  1502.00  1502.00
2015 02 15 08  1551.00  1398.00
2015 02 15 09  1589.00   826.00
2015 02 15 10  1585.00   362.00
2015 02 15 11  1532.00     0.00
2015 02 15 12  1380.00   920.00
2015 02 15 13  1571.00  1571.00
2015 02 15 14  1457.00  1764.00
2015 02 15 15  1340.00  1800.00
2015 02 15 16  1336.00  1796.00
2015 02 15 17  1196.00  1808.00
2015 02 15 18  1332.00  1791.00
2015 02 15 19  1479.00  1784.00
2015 02 15 20  1495.00  1801.00
2015 02 15 21  1496.00  1802.00
2015 02 15 22  1788.00  1788.00
2015 02 15 23  1932.00  1779.00
2015 02 16 00  1943.00  1790.00
2015 02 16 01  1943.00  1790.00
2015 02 16 02  1933.00  1780.00
2015 02 16 03  1952.00  1799.00
2015 02 16 04  1961.00  1808.00
2015 02 16 05  1937.00  1784.00
2015 02 16 06  1930.00  1777.00
2015 02 16 07  1924.00  1771.00
2015 02 16 08  1999.00  1693.00
2015 02 16 09  1940.00  1327.00
2015 02 16 10  2033.00   806.00
2015 02 16 11  1436.00   822.00
2015 02 16 12  1371.00  1063.00
2015 02 16 13  1680.00  1526.00
2015 02 16 14  1432.00  1739.00
2015 02 16 15  1487.00  1794.00
2015 02 16 16  1473.00  1780.00
2015 02 16 17  1479.00  1786.00
2015 02 16 18  1321.00  1782.00
2015 02 16 19  1474.00  1781.00
2015 02 16 20  1489.00  1796.00
2015 02 16 21  1491.00  1798.00
2015 02 16 22  1477.00  1784.00
2015 02 16 23  1481.00  1787.00
2015 02 17 00  1464.00  1770.00
2015 02 17 01  1732.00  1732.00
2015 02 17 02  1788.00  1788.00
2015 02 17 03  1792.00  1792.00
2015 02 17 04  1789.00  1789.00
2015 02 17 05  1791.00  1791.00
2015 02 17 06  1776.00  1776.00
2015 02 17 07  1630.00  1477.00
