#AAA MM DD HH    Qaflu   Qdeflu
2015 02 12 14    30.37    52.73
2015 02 12 15    46.16    49.74
2015 02 12 16    44.88    49.35
2015 02 12 17    50.00    49.11
2015 02 12 18    66.95    49.06
2015 02 12 19    46.41    49.09
2015 02 12 20    45.57    49.15
2015 02 12 21    37.57    49.20
2015 02 12 22    38.51    49.24
2015 02 12 23    46.59    49.27
2015 02 13 00    43.90    49.27
2015 02 13 01    43.90    49.27
2015 02 13 02    41.22    49.27
2015 02 13 03    39.34    50.07
2015 02 13 04    40.24    51.87
2015 02 13 05    37.66    54.65
2015 02 13 06    31.43    58.27
2015 02 13 07    34.59    61.42
2015 02 13 08    39.58    63.73
2015 02 13 09    47.91    64.91
2015 02 13 10    44.87    51.14
2015 02 13 11    42.06    36.69
2015 02 13 12    39.10    22.10
2015 02 13 13    33.60     7.66
2015 02 13 14    32.38     7.34
2015 02 13 15    47.59     7.34
2015 02 13 16    50.28     7.34
2015 02 13 17    57.44     7.35
2015 02 13 18    66.03    15.94
2015 02 13 19    51.45    26.41
2015 02 13 20    50.27    36.85
2015 02 13 21    37.47    47.31
2015 02 13 22    36.65    49.18
2015 02 13 23    35.74    49.16
2015 02 14 00    33.97    49.17
2015 02 14 01    41.12    49.18
2015 02 14 02    40.22    49.17
2015 02 14 03    38.45    49.18
2015 02 14 04    42.03    49.19
2015 02 14 05    40.23    49.17
2015 02 14 06    41.13    49.18
2015 02 14 07    39.34    49.18
2015 02 14 08    36.65    49.17
2015 02 14 09    35.77    49.18
2015 02 14 10    36.66    49.18
2015 02 14 11    40.24    49.18
2015 02 14 12    41.14    49.19
2015 02 14 13    42.04    49.19
2015 02 14 14    40.26    49.20
2015 02 14 15    40.20    49.14
2015 02 14 16    40.73    49.67
2015 02 14 17    50.35    50.35
2015 02 14 18    52.97    51.19
2015 02 14 19    50.30    52.09
2015 02 14 20    48.82    52.40
2015 02 14 21    37.37    52.58
2015 02 14 22    35.70    52.70
2015 02 14 23    36.11    54.00
2015 02 15 00    38.76    60.23
2015 02 15 01    41.38    66.42
2015 02 15 02    38.53    72.52
2015 02 15 03    38.09    77.44
2015 02 15 04    37.08    77.33
2015 02 15 05    38.77    77.23
2015 02 15 06    40.43    77.10
2015 02 15 07    41.21    76.99
2015 02 15 08    39.42    76.99
2015 02 15 09    39.06    77.52
2015 02 15 10    42.11    78.78
2015 02 15 11    46.04    80.03
2015 02 15 12    49.94    81.25
2015 02 15 13    52.42    81.94
2015 02 15 14    54.18    81.91
2015 02 15 15    56.83    81.87
2015 02 15 16    55.92    81.86
2015 02 15 17    63.96    81.85
2015 02 15 18    63.66    81.55
2015 02 15 19    59.13    80.60
2015 02 15 20    54.69    79.73
2015 02 15 21    37.71    78.85
2015 02 15 22    34.82    77.76
2015 02 15 23    35.28    77.32
2015 02 16 00    35.67    76.82
2015 02 16 01    40.54    76.32
2015 02 16 02    39.65    76.32
2015 02 16 03    38.76    76.33
2015 02 16 04    40.41    76.19
2015 02 16 05    41.61    75.60
2015 02 16 06    40.54    74.53
2015 02 16 07    40.36    73.46
2015 02 16 08    42.09    72.51
2015 02 16 09    40.71    72.02
2015 02 16 10    41.61    72.02
2015 02 16 11    42.49    72.01
2015 02 16 12    39.82    72.02
2015 02 16 13    42.51    72.03
2015 02 16 14    43.40    72.03
2015 02 16 15    40.25    71.55
2015 02 16 16    44.15    70.99
