#AAA MM DD HH    Qaflu   Qdeflu
2015 03 10 11   467.50     0.00
2015 03 10 12   623.33     0.00
2015 03 10 13   432.08     0.00
2015 03 10 14   446.25     0.00
2015 03 10 15   495.83     0.00
2015 03 10 16   389.58     0.00
2015 03 10 17   389.58     0.00
2015 03 10 18   502.92     0.00
2015 03 10 19   453.33     0.00
2015 03 10 20   446.25     0.00
2015 03 10 21   552.50     0.00
2015 03 10 22   417.92     0.00
2015 03 10 23   417.92     0.00
2015 03 11 00   474.58     0.00
2015 03 11 01   361.25     0.00
2015 03 11 02   425.00     0.00
2015 03 11 03   481.67     0.00
2015 03 11 04   446.25     0.00
2015 03 11 05   495.83     0.00
2015 03 11 06   474.58     0.00
2015 03 11 07   403.75     0.00
2015 03 11 08   468.54     0.00
2015 03 11 09   438.82    19.16
2015 03 11 10   272.16   258.00
2015 03 11 11   514.14   599.14
2015 03 11 12   390.04   929.42
2015 03 11 13   491.53  1159.10
2015 03 11 14   554.19  1064.19
2015 03 11 15   352.59   798.84
2015 03 11 16   357.21   470.54
2015 03 11 17   313.78   221.69
2015 03 11 18   396.51    77.77
2015 03 11 19   349.06     1.97
2015 03 11 20   453.33     0.00
2015 03 11 21   410.97     0.00
2015 03 11 22   389.88    99.46
2015 03 11 23   448.08   306.41
2015 03 12 00   359.24   628.40
2015 03 12 01   331.98   969.62
2015 03 12 02   374.78  1210.61
2015 03 12 03   331.16  1344.08
2015 03 12 04   334.04  1325.71
2015 03 12 05   397.06  1324.97
2015 03 12 06   306.98  1326.98
2015 03 12 07   379.23  1328.40
2015 03 12 08   375.04  1366.71
2015 03 12 09   320.01  1368.34
2015 03 12 10   472.06  1350.39
2015 03 12 11   323.67  1350.76
2015 03 12 12   338.90  1351.82
2015 03 12 13   368.06  1352.64
2015 03 12 14   244.21  1370.46
2015 03 12 15   475.01  1303.76
2015 03 12 16   418.97  1049.39
2015 03 12 17   411.26   744.18
2015 03 12 18   486.85   401.86
2015 03 12 19   310.52   126.36
2015 03 12 20   420.23    37.73
2015 03 12 21   439.17     0.00
2015 03 12 22   422.05    89.14
2015 03 12 23   276.68   305.01
2015 03 13 00   371.29   647.54
2015 03 13 01   282.36   990.70
2015 03 13 02   259.54  1244.12
2015 03 13 03   443.68  1371.60
2015 03 13 04   303.65  1344.90
2015 03 13 05   324.81  1344.81
2015 03 13 06   389.30  1345.55
2015 03 13 07   310.69  1344.86
2015 03 13 08   267.42  1372.42
2015 03 13 09   381.92  1373.59
2015 03 13 10   283.88  1374.71
2015 03 13 11   314.16  1376.66
2015 03 13 12   372.28  1378.11
2015 03 13 13   255.09  1378.98
2015 03 13 14   314.65  1379.51
2015 03 13 15   412.08  1368.82
2015 03 13 16   391.26  1275.50
2015 03 13 17   437.83  1125.20
2015 03 13 18   418.77   874.67
2015 03 13 19   317.32   611.91
2015 03 13 20   374.20   437.32
2015 03 13 21   353.61   430.76
2015 03 13 22   343.63   561.06
2015 03 13 23   308.59   806.57
2015 03 14 00   338.31  1074.77
2015 03 14 01   312.44  1231.25
