data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-05-15,31.07,0.03,2.489,38.72,32.592,32.733,20.364,22.237,30.836
2019-05-16,28.48,0.87,1.99,36.17,28.314,29.807,18.937,20.819,29.524
2019-05-17,26.56,0.09,1.94,33.92,25.02,28.016,17.719,19.633,28.48
2019-05-18,25.26,0.09,2.305,32.11,22.44,26.497,16.719,18.688,27.645
2019-05-19,24.25,0.0,1.982,30.44,20.375,25.173,15.897,17.951,26.974
2019-05-20,23.47,0.0,1.036,29.12,18.694,24.015,15.205,17.38,26.429
2019-05-21,22.58,0.0,2.066,28.01,17.304,22.999,14.604,16.938,25.983
2019-05-22,22.16,1.75,2.458,27.56,16.489,22.093,14.131,16.626,25.614
2019-05-23,23.27,14.91,2.115,36.04,18.588,24.682,18.453,22.53,25.303
2019-05-24,25.9,5.45,2.146,34.99,19.924,34.811,19.743,24.457,25.15
2019-05-25,26.11,0.27,2.61,31.39,19.734,33.476,19.031,23.913,25.008
2019-05-26,23.48,0.0,2.119,28.64,20.002,28.718,17.56,22.552,24.761
2019-05-27,21.53,0.01,2.383,26.63,18.714,26.486,16.021,21.088,24.543
2019-05-28,123.07,62.64,2.306,91.72,64.509,48.224,100.293,115.488,84.449
2019-05-29,182.8,0.17,2.25,91.14,124.371,139.91,119.218,134.747,131.741
2019-05-30,219.83,50.92,1.82,156.08,147.571,144.006,167.563,204.644,177.672
2019-05-31,353.73,43.88,2.255,240.47,216.013,313.577,204.456,278.124,283.593
2019-06-01,274.2,2.41,2.063,220.88,235.615,348.475,191.366,267.446,298.809
2019-06-02,185.43,2.16,2.227,185.47,201.013,178.101,161.87,228.587,241.237
2019-06-03,139.04,0.21,2.165,161.45,163.744,113.546,131.226,185.323,195.699
2019-06-04,109.44,0.11,2.036,141.55,135.041,86.926,106.11,146.792,159.897
2019-06-05,90.4,0.03,2.109,124.51,113.485,71.286,87.735,115.526,131.757
2019-06-06,77.24,0.0,1.748,109.93,96.907,60.938,75.05,91.362,109.642
2019-06-07,68.09,0.0,2.018,97.5,83.826,53.604,66.484,73.217,92.267
2019-06-08,61.09,0.0,1.725,86.95,73.388,48.133,60.653,59.835,78.619
2019-06-09,55.6,0.0,2.152,77.98,64.865,43.896,56.547,50.085,67.902
2019-06-10,50.83,0.0,1.749,70.34,57.794,40.506,53.491,43.036,59.487
