data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2018-07-26,20.94,0.0,2.814,18.28,18.299,25.007,13.146,9.513,22.149
2018-07-27,21.66,0.0,2.327,19.4,18.044,24.683,12.878,9.329,21.84
2018-07-28,22.01,0.0,2.615,19.28,17.799,24.369,12.62,9.154,21.55
2018-07-29,21.19,6.54,2.581,19.2,19.262,24.168,13.158,10.16,21.279
2018-07-30,21.59,0.21,2.54,21.46,20.13,24.289,13.356,10.343,21.026
2018-07-31,22.61,0.69,2.093,22.95,20.438,24.742,13.422,10.166,20.787
2018-08-01,22.19,0.04,2.221,21.82,20.404,25.088,13.325,9.853,20.56
2018-08-02,21.4,0.14,2.561,20.61,20.19,24.548,13.101,9.504,20.341
2018-08-03,20.71,1.11,2.742,19.55,20.149,23.95,12.813,9.171,20.13
2018-08-04,20.81,0.05,2.951,19.13,19.909,23.455,12.468,8.859,19.926
2018-08-05,20.41,0.0,2.898,19.14,19.435,23.125,12.103,8.576,19.726
2018-08-06,20.55,0.0,2.949,18.88,19.062,22.868,11.735,8.321,19.531
2018-08-07,21.09,0.03,3.273,18.34,18.684,22.618,11.379,8.091,19.339
2018-08-08,20.91,3.91,2.997,18.02,19.309,22.395,11.324,8.236,19.153
2018-08-09,19.54,1.15,2.802,17.82,19.857,22.243,11.19,8.157,18.971
2018-08-10,19.68,0.61,2.793,17.99,20.025,22.161,11.022,7.979,18.792
2018-08-11,20.07,1.87,3.347,17.64,20.344,22.066,10.874,7.817,18.615
2018-08-12,19.87,5.13,3.438,17.24,21.623,21.837,11.147,8.28,18.443
2018-08-13,17.75,1.74,3.118,16.95,22.558,21.711,11.23,8.309,18.273
2018-08-14,17.63,0.0,2.96,16.73,22.64,21.723,11.178,8.113,18.104
2018-08-15,19.54,2.21,2.677,16.55,22.846,21.735,11.096,7.917,17.938
2018-08-16,18.95,0.08,2.542,16.39,22.661,21.445,10.884,7.651,17.773
2018-08-17,17.16,0.11,2.641,16.24,22.162,21.135,10.599,7.376,17.608
2018-08-18,17.93,0.0,2.903,16.11,21.532,20.866,10.272,7.114,17.443
2018-08-19,18.49,0.02,4.038,15.98,20.853,20.66,9.927,6.876,17.278
2018-08-20,17.86,0.75,3.981,15.86,20.362,20.482,9.595,6.662,17.112
2018-08-21,17.84,2.42,3.772,15.77,20.441,20.307,9.381,6.569,16.948
2018-08-22,18.98,9.55,3.437,16.28,22.7,20.252,10.817,8.965,16.786
2018-08-23,18.76,0.06,4.237,20.16,23.745,20.554,11.514,9.549,16.626
2018-08-24,22.65,41.64,3.936,25.75,34.435,22.052,43.657,59.769,32.482
2018-08-25,35.24,9.22,4.251,42.61,42.872,26.219,62.997,76.606,49.662
2018-08-26,55.55,0.0,3.05,56.83,45.524,32.88,75.455,75.875,64.707
2018-08-27,41.92,0.0,2.699,44.69,45.331,39.335,80.818,68.255,61.942
2018-08-28,32.49,0.0,3.189,34.54,43.859,37.251,80.43,58.687,56.312
2018-08-29,27.16,0.0,3.548,28.16,41.754,33.443,76.175,49.331,51.391
2018-08-30,22.55,0.0,3.824,24.33,39.366,30.478,69.75,41.019,47.086
2018-08-31,20.12,0.12,2.487,21.88,36.929,29.047,62.442,33.973,43.316
2018-09-01,19.84,7.94,3.033,21.08,36.576,28.547,56.278,30.003,40.019
2018-09-02,25.31,27.93,3.913,26.23,42.754,29.303,64.422,50.784,46.183
2018-09-03,43.64,16.37,3.999,47.66,49.598,33.295,71.72,63.966,59.677
2018-09-04,74.24,6.5,3.031,64.03,53.178,41.58,75.565,65.265,73.794
2018-09-05,98.45,0.47,2.806,84.94,53.232,50.17,75.813,60.335,77.177
2018-09-06,85.53,0.0,3.502,81.02,51.302,51.273,73.12,53.36,72.153
2018-09-07,64.99,0.0,3.692,69.3,48.549,47.433,68.422,46.265,65.534
2018-09-08,49.99,0.02,2.636,58.86,45.456,42.957,62.668,39.825,59.763
2018-09-09,41.35,0.0,2.347,50.82,42.287,39.999,56.607,34.304,54.731
2018-09-10,34.82,0.0,2.498,44.52,39.189,38.275,50.748,29.698,50.339
2018-09-11,32.26,0.02,3.168,39.5,36.251,37.068,45.388,25.901,46.501
2018-09-12,30.6,0.29,2.617,35.48,33.595,36.017,40.671,22.772,43.149
2018-09-13,29.5,0.29,2.148,33.13,31.207,35.042,36.632,20.203,40.222
2018-09-14,28.54,2.47,2.11,35.15,29.626,34.146,33.35,18.214,37.67
2018-09-15,28.5,4.71,2.861,36.57,29.195,33.415,31.006,17.141,35.446
2018-09-16,32.77,0.32,2.584,37.97,28.273,32.978,28.964,15.979,33.509
2018-09-17,34.8,3.4,2.779,37.24,27.772,32.803,27.452,15.096,31.821
2018-09-18,31.76,0.49,2.984,36.39,26.949,32.539,26.089,14.148,30.345
2018-09-19,30.49,0.82,3.434,35.73,25.928,31.839,24.89,13.219,29.052
2018-09-20,28.75,3.37,3.04,32.37,25.568,31.132,24.015,12.659,27.924
2018-09-21,26.58,0.05,4.171,29.28,24.812,30.381,23.151,12.026,26.93
2018-09-22,25.51,0.0,3.224,27.02,23.708,29.776,22.343,11.414,26.055
2018-09-23,24.93,0.0,3.083,25.27,22.519,29.237,21.579,10.86,25.282
2018-09-24,24.6,2.18,2.595,25.46,21.919,28.663,20.949,10.453,24.603
2018-09-25,24.99,9.79,2.699,28.44,23.69,28.327,22.092,12.972,24.008
2018-09-26,26.44,8.24,3.452,30.13,26.437,28.813,23.74,15.511,23.485
2018-09-27,29.59,0.34,3.531,29.04,27.334,30.487,24.54,15.826,23.024
2018-09-28,32.67,0.04,2.803,28.49,26.914,32.43,24.768,15.106,22.619
2018-09-29,29.89,0.41,2.516,26.17,26.062,32.34,24.473,14.046,22.26
2018-09-30,29.0,1.12,2.025,23.95,25.202,30.829,23.822,12.966,21.943
2018-10-01,27.57,0.05,2.324,23.83,24.153,29.434,22.936,11.969,21.661
2018-10-02,33.78,48.03,3.387,34.62,37.429,29.994,64.16,83.07,41.087
2018-10-03,85.73,20.2,3.472,65.71,67.549,36.483,94.233,119.707,69.061
2018-10-04,143.86,12.01,4.008,93.85,91.078,52.628,115.826,129.599,98.81
2018-10-05,161.27,0.13,3.415,104.09,95.782,73.129,126.118,122.673,105.311
2018-10-06,139.95,6.81,2.935,91.54,94.602,77.547,128.206,111.124,100.592
2018-10-07,125.58,32.37,3.089,90.95,112.392,74.64,142.661,135.684,117.532
2018-10-08,162.01,2.39,3.523,114.5,134.303,76.179,144.704,135.596,132.463
2018-10-09,178.33,0.29,3.903,130.68,128.366,88.936,141.155,124.919,145.181
2018-10-10,153.96,25.69,3.429,148.11,131.754,99.475,145.222,135.773,141.602
2018-10-11,147.02,7.39,3.635,160.33,143.165,97.512,142.18,132.631,141.006
2018-10-12,139.14,0.38,3.433,148.14,137.608,105.137,135.273,121.962,140.548
2018-10-13,124.71,22.3,3.042,137.16,140.881,113.66,134.809,128.102,145.723
2018-10-14,129.94,5.75,3.575,143.91,149.063,112.205,129.461,123.707,149.321
2018-10-15,157.04,17.24,3.214,167.65,153.0,119.376,127.266,125.568,169.519
2018-10-16,198.24,3.45,2.692,228.05,154.367,130.024,121.329,119.348,170.939
2018-10-17,217.02,16.72,2.841,247.75,156.431,132.819,118.721,120.702,189.14
2018-10-18,233.9,39.21,3.539,275.88,191.542,142.288,140.905,174.064,244.305
2018-10-19,253.04,0.26,3.583,293.25,216.993,164.715,149.344,185.056,292.124
2018-10-20,258.84,0.06,3.93,273.05,201.466,211.036,151.736,177.026,315.707
2018-10-21,241.43,0.06,3.438,236.14,181.239,221.514,148.076,162.242,280.251
2018-10-22,206.41,0.02,4.39,198.18,162.581,178.863,140.018,146.283,249.295
2018-10-23,168.11,0.0,4.591,166.05,145.763,146.496,129.444,131.423,222.237
2018-10-24,141.48,10.99,3.644,144.7,133.642,124.807,120.139,122.747,198.616
